,time,valueA,valueB,valueC,valueD,valueE,valueF
18,64,6.0,5.0,20.0,1.0,0.0,0.0
19,65,4.0,4.0,24.0,0.0,-1.0,0.0
20,66,1.0,5.0,8.0,4.0,-1.0,0.0
21,67,4.0,3.0,0.0,5.0,2.0,0.0
22,68,30.0,6.0,29.0,20.0,5.0,-1.0
23,69,2.0,2.0,19.0,4.0,-2.0,1.0
24,70,-1.0,2.0,-7.0,-5.0,-2.0,2.0
25,71,-1.0,4.0,-2.0,-6.0,-3.0,1.0
26,72,-5.0,10.0,-6.0,-10.0,-5.0,3.0
27,73,-9.0,11.0,-6.0,-12.0,-10.0,4.0
28,74,-16.0,8.0,-15.0,-19.0,-5.0,4.0
29,75,-14.0,8.0,-1.0,-18.0,-6.0,3.0
30,76,-14.0,12.0,-5.0,-27.0,-18.0,7.0
31,77,-27.0,12.0,-18.0,-39.0,-29.0,12.0
32,78,-33.0,15.0,-10.0,-46.0,-38.0,15.0
33,79,-36.0,14.0,17.0,-49.0,-42.0,16.0
34,80,-46.0,3.0,-8.0,-52.0,-43.0,17.0
35,81,-64.0,-7.0,-38.0,-60.0,-37.0,13.0
36,82,-66.0,-18.0,4.0,-62.0,-43.0,11.0
37,83,-61.0,-19.0,-26.0,-66.0,-62.0,23.0
38,84,-78.0,-29.0,-37.0,-78.0,-74.0,29.0
39,85,-80.0,-33.0,-32.0,-81.0,-78.0,31.0
40,86,-83.0,-36.0,-50.0,-84.0,-80.0,33.0
41,87,-84.0,-36.0,-65.0,-84.0,-79.0,33.0
42,88,-87.0,-39.0,-64.0,-83.0,-67.0,22.0
43,89,-86.0,-44.0,-42.0,-83.0,-67.0,18.0
44,90,-81.0,-39.0,-31.0,-84.0,-81.0,31.0
45,91,-82.0,-36.0,-34.0,-83.0,-81.0,32.0
46,92,-82.0,-36.0,-34.0,-84.0,-80.0,32.0
47,93,-83.0,-37.0,-36.0,-86.0,-81.0,33.0
48,94,-84.0,-37.0,-55.0,-85.0,-80.0,33.0
49,95,-87.0,-39.0,-60.0,-85.0,-68.0,22.0
50,96,-86.0,-42.0,-34.0,-83.0,-67.0,18.0
51,97,-81.0,-39.0,-25.0,-84.0,-81.0,31.0
52,98,-82.0,-36.0,-18.0,-83.0,-81.0,32.0
53,99,-82.0,-35.0,-19.0,-83.0,-81.0,31.0
54,100,-82.0,-35.0,-42.0,-85.0,-81.0,32.0
55,101,-84.0,-35.0,-49.0,-85.0,-83.0,34.0
56,102,-86.0,-34.0,-52.0,-83.0,-68.0,22.0
57,103,-88.0,-49.0,-45.0,-85.0,-68.0,19.0
58,104,-84.0,-46.0,-19.0,-86.0,-86.0,32.0
59,105,-81.0,-38.0,-32.0,-84.0,-81.0,32.0
60,106,-81.0,-36.0,-9.0,-82.0,-80.0,31.0
61,107,-83.0,-39.0,-42.0,-85.0,-81.0,33.0
62,108,-84.0,-35.0,-53.0,-85.0,-79.0,33.0
63,109,-86.0,-35.0,-53.0,-83.0,-65.0,21.0
64,110,-85.0,-39.0,-29.0,-82.0,-65.0,17.0
65,111,-80.0,-37.0,-15.0,-83.0,-79.0,30.0
66,112,-81.0,-34.0,-18.0,-83.0,-80.0,31.0
67,113,-82.0,-35.0,-22.0,-83.0,-79.0,31.0
68,114,-81.0,-34.0,-15.0,-83.0,-79.0,32.0
69,115,-82.0,-32.0,-27.0,-81.0,-78.0,32.0
70,116,-85.0,-33.0,-41.0,-80.0,-65.0,20.0
71,117,-83.0,-38.0,-22.0,-80.0,-64.0,17.0
72,118,-79.0,-36.0,-14.0,-81.0,-79.0,30.0
73,119,-80.0,-35.0,-28.0,-82.0,-79.0,29.0
74,120,-82.0,-38.0,-46.0,-83.0,-79.0,32.0
75,121,-81.0,-33.0,-36.0,-83.0,-79.0,32.0
76,122,-81.0,-31.0,-34.0,-81.0,-77.0,32.0
77,123,-83.0,-31.0,-40.0,-78.0,-63.0,20.0
