,time,valueA,valueB,valueC,valueD,valueE,valueF
18,64,8.0,4.0,10.0,4.0,-3.0,0.0
19,65,6.0,3.0,15.0,6.0,-3.0,0.0
20,66,10.0,5.0,22.0,11.0,-3.0,0.0
21,67,3.0,6.0,-13.0,2.0,-2.0,1.0
22,68,13.0,7.0,11.0,20.0,-4.0,
23,69,6.0,5.0,15.0,3.0,-3.0,1.0
24,70,5.0,3.0,-11.0,3.0,-3.0,0.0
25,71,4.0,3.0,-8.0,-1.0,-4.0,2.0
26,72,1.0,8.0,-8.0,-3.0,-4.0,2.0
27,73,4.0,10.0,19.0,2.0,-5.0,2.0
28,74,-8.0,11.0,-11.0,-9.0,-4.0,3.0
29,75,3.0,14.0,32.0,-2.0,-4.0,
30,76,-2.0,19.0,20.0,-10.0,-11.0,4.0
31,77,-11.0,18.0,-3.0,-16.0,-15.0,6.0
32,78,-18.0,19.0,10.0,-24.0,-21.0,9.0
33,79,-18.0,20.0,26.0,-22.0,-23.0,9.0
34,80,-24.0,7.0,38.0,-21.0,-24.0,10.0
35,81,-49.0,7.0,8.0,-32.0,-23.0,
36,82,-51.0,-9.0,49.0,-30.0,-25.0,
37,83,-46.0,-7.0,10.0,-41.0,-44.0,16.0
38,84,-76.0,-24.0,-26.0,-56.0,-61.0,22.0
39,85,-79.0,-32.0,-30.0,-62.0,-68.0,25.0
40,86,-79.0,-31.0,-34.0,-67.0,-69.0,26.0
41,87,-80.0,-32.0,-41.0,-66.0,-70.0,27.0
42,88,-88.0,-38.0,-48.0,-74.0,-60.0,
43,89,-86.0,-46.0,-39.0,-65.0,-54.0,
44,90,-77.0,-33.0,-14.0,-64.0,-70.0,24.0
45,91,-79.0,-30.0,-27.0,-63.0,-70.0,24.0
46,92,-79.0,-33.0,-27.0,-65.0,-71.0,25.0
47,93,-81.0,-33.0,-32.0,-68.0,-70.0,26.0
48,94,-81.0,-32.0,-34.0,-69.0,-70.0,27.0
49,95,-86.0,-37.0,-50.0,-69.0,-60.0,
50,96,-84.0,-44.0,-27.0,-63.0,-53.0,
51,97,-78.0,-32.0,-16.0,-63.0,-72.0,25.0
52,98,-77.0,-31.0,-18.0,-60.0,-71.0,24.0
53,99,-78.0,-31.0,-23.0,-60.0,-72.0,25.0
54,100,-78.0,-28.0,-28.0,-65.0,-71.0,26.0
55,101,-81.0,-32.0,-20.0,-65.0,-74.0,
56,102,-87.0,-32.0,-40.0,-64.0,-58.0,
57,103,-88.0,-46.0,-32.0,-62.0,-55.0,
58,104,-82.0,-41.0,-7.0,-63.0,-77.0,
59,105,-79.0,-32.0,-24.0,-60.0,-70.0,24.0
60,106,-77.0,-29.0,-8.0,-56.0,-71.0,25.0
61,107,-79.0,-33.0,-26.0,-65.0,-71.0,26.0
62,108,-80.0,-32.0,-27.0,-64.0,-71.0,27.0
63,109,-85.0,-34.0,-35.0,-65.0,-58.0,
64,110,-83.0,-41.0,-18.0,-57.0,-51.0,
65,111,-76.0,-31.0,4.0,-57.0,-68.0,24.0
66,112,-75.0,-30.0,-13.0,-58.0,-69.0,23.0
67,113,-76.0,-32.0,-13.0,-59.0,-68.0,25.0
68,114,-78.0,-28.0,-5.0,-57.0,-68.0,25.0
69,115,-77.0,-29.0,-10.0,-59.0,-69.0,25.0
70,116,-84.0,-30.0,-26.0,-61.0,-55.0,
71,117,-82.0,-36.0,-16.0,-55.0,-48.0,
72,118,-75.0,-32.0,-14.0,-58.0,-67.0,24.0
73,119,-74.0,-32.0,-19.0,-53.0,-68.0,21.0
74,120,-75.0,-33.0,-31.0,-61.0,-68.0,25.0
75,121,-77.0,-29.0,-30.0,-60.0,-68.0,25.0
76,122,-77.0,-29.0,-26.0,-59.0,-67.0,25.0
77,123,-83.0,-31.0,-29.0,-58.0,-53.0,
