,time,valueA,valueB,valueC,valueD,valueE,valueF
18,64,19.0,10.0,,20.0,0.0,-1.0
19,65,10.0,10.0,,12.0,-2.0,1.0
20,66,5.0,8.0,,9.0,0.0,0.0
21,67,1.0,5.0,-10.0,-5.0,4.0,1.0
22,68,9.0,4.0,16.0,24.0,1.0,
23,69,3.0,5.0,,5.0,-1.0,1.0
24,70,5.0,7.0,,-12.0,-1.0,1.0
25,71,2.0,5.0,,-1.0,-2.0,1.0
26,72,-2.0,12.0,-20.0,-6.0,-2.0,1.0
27,73,5.0,16.0,,12.0,-2.0,1.0
28,74,-4.0,16.0,8.0,-8.0,-3.0,2.0
29,75,4.0,18.0,22.0,4.0,-3.0,
30,76,1.0,24.0,,-4.0,-7.0,3.0
31,77,-5.0,25.0,,-17.0,-10.0,5.0
32,78,-8.0,34.0,,-9.0,-16.0,7.0
33,79,-5.0,32.0,,-6.0,-19.0,8.0
34,80,-14.0,18.0,,-8.0,-22.0,8.0
35,81,-35.0,23.0,,-19.0,-21.0,
36,82,-40.0,-2.0,,-2.0,-24.0,
37,83,-38.0,1.0,,-38.0,-42.0,13.0
38,84,-69.0,-15.0,,-61.0,-57.0,20.0
39,85,-72.0,-17.0,-41.0,-65.0,-64.0,23.0
40,86,-72.0,-19.0,-20.0,-61.0,-66.0,23.0
41,87,-75.0,-18.0,-28.0,-65.0,-66.0,25.0
42,88,-78.0,-25.0,-21.0,-67.0,-57.0,
43,89,-79.0,-37.0,-12.0,-59.0,-51.0,
44,90,-68.0,-17.0,,-56.0,-66.0,22.0
45,91,-68.0,-16.0,,-64.0,-68.0,23.0
46,92,-70.0,-19.0,-22.0,-63.0,-68.0,24.0
47,93,-71.0,-21.0,-33.0,-65.0,-69.0,24.0
48,94,-75.0,-17.0,-32.0,-66.0,-67.0,25.0
49,95,-80.0,-23.0,-37.0,-68.0,-55.0,
50,96,-80.0,-34.0,-24.0,-62.0,-50.0,
51,97,-69.0,-20.0,,-60.0,-67.0,22.0
52,98,-67.0,-16.0,,-59.0,-68.0,22.0
53,99,-68.0,-17.0,,-59.0,-68.0,23.0
54,100,-70.0,-10.0,-31.0,-58.0,-68.0,24.0
55,101,-70.0,-20.0,-17.0,-61.0,-72.0,
56,102,-78.0,-17.0,-21.0,-63.0,-55.0,
57,103,-77.0,-36.0,-20.0,-54.0,-54.0,
58,104,-70.0,-24.0,,-57.0,-76.0,
59,105,-64.0,-15.0,,-61.0,-67.0,22.0
60,106,-66.0,-18.0,,-56.0,-67.0,23.0
61,107,-67.0,-15.0,-11.0,-54.0,-67.0,24.0
62,108,-69.0,-16.0,-19.0,-60.0,-65.0,25.0
63,109,-72.0,-19.0,-4.0,-58.0,-48.0,
64,110,-70.0,-28.0,12.0,-49.0,-44.0,
65,111,-61.0,-15.0,,-48.0,-64.0,21.0
66,112,-59.0,-15.0,,-56.0,-64.0,22.0
67,113,-62.0,-16.0,,-50.0,-64.0,22.0
68,114,-63.0,-15.0,-1.0,-51.0,-64.0,23.0
69,115,-64.0,-14.0,,-54.0,-63.0,23.0
70,116,-71.0,-18.0,11.0,-54.0,-50.0,
71,117,-68.0,-26.0,0.0,-53.0,-44.0,
72,118,-56.0,-13.0,,-44.0,-62.0,20.0
73,119,-59.0,-15.0,,-56.0,-64.0,20.0
74,120,-63.0,-19.0,-33.0,-58.0,-63.0,22.0
75,121,-64.0,-16.0,-19.0,-55.0,-63.0,23.0
76,122,-64.0,-15.0,-7.0,-56.0,-61.0,23.0
77,123,-69.0,-18.0,2.0,-54.0,-44.0,
