,time,valueA,valueB,valueC,valueD,valueE,valueF
18,64,8.0,14.0,,1.0,3.0,0.0
19,65,4.0,10.0,,1.0,1.0,0.0
20,66,4.0,4.0,,1.0,2.0,0.0
21,67,-2.0,0.0,,-2.0,1.0,
22,68,8.0,-1.0,,6.0,4.0,
23,69,0.0,2.0,,0.0,1.0,1.0
24,70,1.0,2.0,,-5.0,-1.0,2.0
25,71,-1.0,5.0,,-5.0,0.0,2.0
26,72,2.0,8.0,,-5.0,-2.0,1.0
27,73,3.0,15.0,,-3.0,-3.0,2.0
28,74,-1.0,12.0,,-11.0,-1.0,
29,75,7.0,8.0,,0.0,-3.0,
30,76,0.0,17.0,,-9.0,-8.0,4.0
31,77,-8.0,16.0,,-23.0,-11.0,6.0
32,78,-9.0,20.0,,-31.0,-16.0,9.0
33,79,-2.0,23.0,,-24.0,-21.0,9.0
34,80,-11.0,7.0,,-28.0,-24.0,10.0
35,81,-32.0,9.0,,-28.0,-23.0,
36,82,-34.0,-15.0,,-17.0,-23.0,
37,83,-35.0,-11.0,,-45.0,-43.0,15.0
38,84,-64.0,-23.0,,-62.0,-59.0,23.0
39,85,-68.0,-26.0,,-65.0,-66.0,
40,86,-68.0,-27.0,,-66.0,-68.0,
41,87,-70.0,-29.0,,-66.0,-69.0,
42,88,-76.0,-33.0,,-62.0,-57.0,
43,89,-75.0,-43.0,,-54.0,-51.0,
44,90,-66.0,-29.0,,-64.0,-70.0,
45,91,-67.0,-23.0,,-62.0,-70.0,
46,92,-67.0,-22.0,,-68.0,-69.0,
47,93,-68.0,-25.0,,-65.0,-70.0,
48,94,-69.0,-27.0,,-66.0,-70.0,
49,95,-74.0,-29.0,,-58.0,-58.0,
50,96,-73.0,-36.0,,-48.0,-50.0,
51,97,-65.0,-26.0,,-59.0,-70.0,
52,98,-66.0,-22.0,,-62.0,-70.0,
53,99,-67.0,-21.0,,-62.0,-68.0,
54,100,-62.0,-18.0,,-62.0,-71.0,
55,101,-66.0,-24.0,,-62.0,-75.0,
56,102,-72.0,-25.0,,-55.0,-57.0,
57,103,-76.0,-36.0,,-46.0,-51.0,
58,104,-69.0,-35.0,,-60.0,-80.0,
59,105,-62.0,-20.0,,-62.0,-69.0,
60,106,-64.0,-20.0,,-57.0,-68.0,
61,107,-66.0,-21.0,,-58.0,-69.0,
62,108,-65.0,-23.0,,-59.0,-67.0,
63,109,-72.0,-27.0,,-53.0,-53.0,
64,110,-68.0,-33.0,,-43.0,-45.0,
65,111,-62.0,-26.0,,-52.0,-67.0,
66,112,-63.0,-24.0,,-58.0,-67.0,
67,113,-64.0,-23.0,,-57.0,-66.0,
68,114,-62.0,-22.0,,-56.0,-67.0,
69,115,-64.0,-21.0,,-54.0,-67.0,
70,116,-70.0,-22.0,,-48.0,-51.0,
71,117,-64.0,-32.0,,-41.0,-47.0,
72,118,-57.0,-24.0,,-51.0,-67.0,
73,119,-61.0,-23.0,,-56.0,-66.0,
74,120,-65.0,-25.0,,-62.0,-66.0,
75,121,-64.0,-24.0,,-57.0,-66.0,
76,122,-64.0,-24.0,,-52.0,-65.0,
77,123,-69.0,-21.0,,-49.0,-48.0,
