,date,value
190,2020-09-13,2208
191,2020-09-14,2209
192,2020-09-15,2213
193,2020-09-16,2225
194,2020-09-17,2233
195,2020-09-18,2247
196,2020-09-19,2255
197,2020-09-20,2265
198,2020-09-21,2273
199,2020-09-22,2280
200,2020-09-23,2294
201,2020-09-24,2308
202,2020-09-25,2337
203,2020-09-26,2413
204,2020-09-27,2419
205,2020-09-28,2433
206,2020-09-29,2483
207,2020-09-30,2515
208,2020-10-01,2528
209,2020-10-02,2558
210,2020-10-03,2585
211,2020-10-04,2614
212,2020-10-05,2647
213,2020-10-06,2674
214,2020-10-07,2716
215,2020-10-08,2758
216,2020-10-09,2800
217,2020-10-10,2854
218,2020-10-11,2890
219,2020-10-12,2935
220,2020-10-13,2989
