,date,value
28,2020-04-15,6
29,2020-04-16,6
30,2020-04-17,5
31,2020-04-18,7
32,2020-04-19,6
33,2020-04-20,8
34,2020-04-21,7
35,2020-04-22,7
36,2020-04-23,6
37,2020-04-24,6
38,2020-04-25,5
39,2020-04-26,*
40,2020-04-27,*
41,2020-04-28,*
42,2020-04-29,*
43,2020-04-30,*
44,2020-05-01,*
45,2020-05-02,*
46,2020-05-03,*
47,2020-05-04,*
48,2020-05-05,*
49,2020-05-06,*
50,2020-05-07,*
51,2020-05-08,*
52,2020-05-09,*
53,2020-05-10,*
54,2020-05-11,*
55,2020-05-12,*
56,2020-05-13,*
57,2020-05-14,*
58,2020-05-15,*
