,date,value
189,2020-09-12,1038
190,2020-09-13,1042
191,2020-09-14,1044
192,2020-09-15,1049
193,2020-09-16,1052
194,2020-09-17,1063
195,2020-09-18,1070
196,2020-09-19,1091
197,2020-09-20,1114
198,2020-09-21,1128
199,2020-09-22,1142
200,2020-09-23,1165
201,2020-09-24,1182
202,2020-09-25,1200
203,2020-09-26,1246
204,2020-09-27,1251
205,2020-09-28,1263
206,2020-09-29,1299
207,2020-09-30,1331
208,2020-10-01,1358
209,2020-10-02,1381
210,2020-10-03,1404
211,2020-10-04,1430
212,2020-10-05,1452
213,2020-10-06,1473
214,2020-10-07,1515
215,2020-10-08,1537
216,2020-10-09,1564
217,2020-10-10,1602
218,2020-10-11,1634
219,2020-10-12,1653
