,date,value
137,2020-08-10,79
138,2020-08-11,79
139,2020-08-12,79
140,2020-08-13,76
141,2020-08-14,80
142,2020-08-15,81
143,2020-08-16,81
144,2020-08-17,80
145,2020-08-18,78
146,2020-08-19,73
147,2020-08-20,73
148,2020-08-21,74
149,2020-08-22,71
150,2020-08-23,69
151,2020-08-24,70
152,2020-08-25,71
153,2020-08-26,73
154,2020-08-27,74
155,2020-08-28,72
156,2020-08-29,77
157,2020-08-30,75
158,2020-08-31,75
159,2020-09-01,75
160,2020-09-02,75
161,2020-09-03,77
162,2020-09-04,78
163,2020-09-05,75
164,2020-09-06,76
165,2020-09-07,78
166,2020-09-08,79
167,2020-09-09,82
