,date,value
186,2020-09-09,17
187,2020-09-10,17
188,2020-09-11,17
189,2020-09-12,17
190,2020-09-13,17
191,2020-09-14,17
192,2020-09-15,17
193,2020-09-16,17
194,2020-09-17,17
195,2020-09-18,17
196,2020-09-19,19
197,2020-09-20,19
198,2020-09-21,19
199,2020-09-22,19
200,2020-09-23,19
201,2020-09-24,20
202,2020-09-25,20
203,2020-09-26,22
204,2020-09-27,22
205,2020-09-28,22
206,2020-09-29,23
207,2020-09-30,23
208,2020-10-01,23
209,2020-10-02,23
210,2020-10-03,23
211,2020-10-04,23
212,2020-10-05,23
213,2020-10-06,23
214,2020-10-07,23
215,2020-10-08,23
216,2020-10-09,23
