,date,value
366,2021-03-08,
367,2021-03-09,17.0
368,2021-03-10,30.0
369,2021-03-11,41.0
370,2021-03-12,43.0
371,2021-03-13,34.0
372,2021-03-14,23.0
373,2021-03-15,18.0
374,2021-03-16,28.0
375,2021-03-17,22.0
376,2021-03-18,31.0
377,2021-03-19,35.0
378,2021-03-20,31.0
379,2021-03-21,25.0
380,2021-03-22,25.0
381,2021-03-23,28.0
382,2021-03-24,54.0
383,2021-03-25,56.0
384,2021-03-26,43.0
385,2021-03-27,45.0
386,2021-03-28,15.0
387,2021-03-29,29.0
388,2021-03-30,13.0
389,2021-03-31,48.0
390,2021-04-01,35.0
391,2021-04-02,25.0
392,2021-04-03,19.0
393,2021-04-04,20.0
394,2021-04-05,15.0
395,2021-04-06,9.0
396,2021-04-07,22.0
