,date,value
192,2020-09-15,57
193,2020-09-16,57
194,2020-09-17,57
195,2020-09-18,57
196,2020-09-19,60
197,2020-09-20,60
198,2020-09-21,60
199,2020-09-22,60
200,2020-09-23,60
201,2020-09-24,60
202,2020-09-25,60
203,2020-09-26,60
204,2020-09-27,60
205,2020-09-28,60
206,2020-09-29,60
207,2020-09-30,60
208,2020-10-01,60
209,2020-10-02,60
210,2020-10-03,60
211,2020-10-04,60
212,2020-10-05,60
213,2020-10-06,60
214,2020-10-07,60
215,2020-10-08,60
216,2020-10-09,60
217,2020-10-10,61
218,2020-10-11,62
219,2020-10-12,62
220,2020-10-13,62
221,2020-10-14,63
222,2020-10-15,63
