,date,value
366,2021-03-08,
367,2021-03-09,24.0
368,2021-03-10,37.0
369,2021-03-11,37.0
370,2021-03-12,43.0
371,2021-03-13,42.0
372,2021-03-14,39.0
373,2021-03-15,29.0
374,2021-03-16,48.0
375,2021-03-17,50.0
376,2021-03-18,45.0
377,2021-03-19,40.0
378,2021-03-20,40.0
379,2021-03-21,26.0
380,2021-03-22,19.0
381,2021-03-23,31.0
382,2021-03-24,34.0
383,2021-03-25,26.0
384,2021-03-26,27.0
385,2021-03-27,29.0
386,2021-03-28,20.0
387,2021-03-29,21.0
388,2021-03-30,22.0
389,2021-03-31,26.0
390,2021-04-01,13.0
391,2021-04-02,48.0
392,2021-04-03,32.0
393,2021-04-04,24.0
394,2021-04-05,20.0
395,2021-04-06,25.0
396,2021-04-07,27.0
