,date,value
3,2020-09-14,*
4,2020-09-15,*
5,2020-09-16,*
6,2020-09-17,*
7,2020-09-18,*
8,2020-09-19,*
9,2020-09-20,*
10,2020-09-21,*
11,2020-09-22,*
12,2020-09-23,*
13,2020-09-24,*
14,2020-09-25,*
15,2020-09-26,*
16,2020-09-27,*
17,2020-09-28,*
18,2020-09-29,*
19,2020-09-30,*
20,2020-10-01,*
21,2020-10-02,*
22,2020-10-03,*
23,2020-10-04,*
24,2020-10-05,*
25,2020-10-06,*
26,2020-10-07,*
27,2020-10-08,*
28,2020-10-09,5
29,2020-10-10,*
30,2020-10-11,*
31,2020-10-12,6
32,2020-10-13,6
33,2020-10-14,6
