,date,value
17,2020-04-04,36
18,2020-04-05,43
19,2020-04-06,47
20,2020-04-07,29
21,2020-04-08,44
22,2020-04-09,40
23,2020-04-10,49
24,2020-04-11,61
25,2020-04-12,43
26,2020-04-13,51
27,2020-04-14,40
28,2020-04-15,36
29,2020-04-16,31
30,2020-04-17,29
31,2020-04-18,29
32,2020-04-19,35
33,2020-04-20,37
34,2020-04-21,37
35,2020-04-22,29
36,2020-04-23,36
37,2020-04-24,28
38,2020-04-25,24
39,2020-04-26,22
40,2020-04-27,28
41,2020-04-28,25
42,2020-04-29,32
43,2020-04-30,21
44,2020-05-01,24
45,2020-05-02,23
46,2020-05-03,18
47,2020-05-04,21
