,date,value
189,2020-09-12,401
190,2020-09-13,413
191,2020-09-14,415
192,2020-09-15,420
193,2020-09-16,424
194,2020-09-17,433
195,2020-09-18,447
196,2020-09-19,460
197,2020-09-20,465
198,2020-09-21,473
199,2020-09-22,473
200,2020-09-23,478
201,2020-09-24,479
202,2020-09-25,487
203,2020-09-26,493
204,2020-09-27,497
205,2020-09-28,501
206,2020-09-29,509
207,2020-09-30,514
208,2020-10-01,515
209,2020-10-02,520
210,2020-10-03,524
211,2020-10-04,530
212,2020-10-05,540
213,2020-10-06,544
214,2020-10-07,549
215,2020-10-08,560
216,2020-10-09,564
217,2020-10-10,567
218,2020-10-11,570
219,2020-10-12,574
