,date,value
94,2020-06-28,*
95,2020-06-29,*
96,2020-06-30,*
97,2020-07-01,*
98,2020-07-02,*
99,2020-07-03,*
100,2020-07-04,*
101,2020-07-05,*
102,2020-07-06,*
103,2020-07-07,*
104,2020-07-08,*
105,2020-07-09,*
106,2020-07-10,*
107,2020-07-11,*
108,2020-07-12,*
109,2020-07-13,*
110,2020-07-14,*
111,2020-07-15,*
112,2020-07-16,*
113,2020-07-17,*
114,2020-07-18,*
115,2020-07-19,*
116,2020-07-20,*
117,2020-07-21,*
118,2020-07-22,*
119,2020-07-23,*
120,2020-07-24,*
121,2020-07-25,*
122,2020-07-26,*
123,2020-07-27,*
124,2020-07-28,*
