,date,value
359,2021-03-01,
360,2021-03-02,3.0
361,2021-03-03,2.0
362,2021-03-04,3.0
363,2021-03-05,4.0
364,2021-03-06,4.0
365,2021-03-07,4.0
366,2021-03-08,1.0
367,2021-03-09,8.0
368,2021-03-10,5.0
369,2021-03-11,7.0
370,2021-03-12,3.0
371,2021-03-13,4.0
372,2021-03-14,1.0
373,2021-03-15,2.0
374,2021-03-16,0.0
375,2021-03-17,5.0
376,2021-03-18,1.0
377,2021-03-19,1.0
378,2021-03-20,2.0
379,2021-03-21,5.0
380,2021-03-22,1.0
381,2021-03-23,10.0
382,2021-03-24,9.0
383,2021-03-25,4.0
384,2021-03-26,1.0
385,2021-03-27,4.0
386,2021-03-28,0.0
387,2021-03-29,0.0
388,2021-03-30,2.0
389,2021-03-31,1.0
