,date,value
366,2021-03-08,
367,2021-03-09,21.0
368,2021-03-10,28.0
369,2021-03-11,33.0
370,2021-03-12,34.0
371,2021-03-13,27.0
372,2021-03-14,27.0
373,2021-03-15,37.0
374,2021-03-16,29.0
375,2021-03-17,43.0
376,2021-03-18,57.0
377,2021-03-19,47.0
378,2021-03-20,40.0
379,2021-03-21,63.0
380,2021-03-22,24.0
381,2021-03-23,13.0
382,2021-03-24,49.0
383,2021-03-25,56.0
384,2021-03-26,33.0
385,2021-03-27,25.0
386,2021-03-28,39.0
387,2021-03-29,21.0
388,2021-03-30,21.0
389,2021-03-31,38.0
390,2021-04-01,24.0
391,2021-04-02,34.0
392,2021-04-03,29.0
393,2021-04-04,26.0
394,2021-04-05,16.0
395,2021-04-06,16.0
396,2021-04-07,12.0
