,date,value
366,2021-03-08,
367,2021-03-09,18.0
368,2021-03-10,15.0
369,2021-03-11,8.0
370,2021-03-12,24.0
371,2021-03-13,25.0
372,2021-03-14,9.0
373,2021-03-15,16.0
374,2021-03-16,9.0
375,2021-03-17,11.0
376,2021-03-18,12.0
377,2021-03-19,13.0
378,2021-03-20,10.0
379,2021-03-21,4.0
380,2021-03-22,4.0
381,2021-03-23,6.0
382,2021-03-24,4.0
383,2021-03-25,12.0
384,2021-03-26,2.0
385,2021-03-27,4.0
386,2021-03-28,1.0
387,2021-03-29,2.0
388,2021-03-30,7.0
389,2021-03-31,4.0
390,2021-04-01,3.0
391,2021-04-02,8.0
392,2021-04-03,13.0
393,2021-04-04,10.0
394,2021-04-05,9.0
395,2021-04-06,7.0
396,2021-04-07,2.0
