,date,value
366,2021-03-08,
367,2021-03-09,0.0
368,2021-03-10,0.0
369,2021-03-11,0.0
370,2021-03-12,0.0
371,2021-03-13,0.0
372,2021-03-14,0.0
373,2021-03-15,1.0
374,2021-03-16,5.0
375,2021-03-17,0.0
376,2021-03-18,2.0
377,2021-03-19,0.0
378,2021-03-20,3.0
379,2021-03-21,0.0
380,2021-03-22,0.0
381,2021-03-23,5.0
382,2021-03-24,0.0
383,2021-03-25,1.0
384,2021-03-26,0.0
385,2021-03-27,0.0
386,2021-03-28,1.0
387,2021-03-29,0.0
388,2021-03-30,0.0
389,2021-03-31,1.0
390,2021-04-01,0.0
391,2021-04-02,0.0
392,2021-04-03,0.0
393,2021-04-04,0.0
394,2021-04-05,0.0
395,2021-04-06,0.0
396,2021-04-07,0.0
