,date,value
17,2020-04-04,51
18,2020-04-05,51
19,2020-04-06,60
20,2020-04-07,62
21,2020-04-08,61
22,2020-04-09,56
23,2020-04-10,54
24,2020-04-11,55
25,2020-04-12,53
26,2020-04-13,62
27,2020-04-14,58
28,2020-04-15,61
29,2020-04-16,60
30,2020-04-17,62
31,2020-04-18,59
32,2020-04-19,65
33,2020-04-20,58
34,2020-04-21,68
35,2020-04-22,68
36,2020-04-23,56
37,2020-04-24,55
38,2020-04-25,52
39,2020-04-26,50
40,2020-04-27,48
41,2020-04-28,61
42,2020-04-29,43
43,2020-04-30,42
44,2020-05-01,34
45,2020-05-02,36
46,2020-05-03,41
47,2020-05-04,44
