,date,value
139,2020-08-12,21
140,2020-08-13,21
141,2020-08-14,17
142,2020-08-15,16
143,2020-08-16,16
144,2020-08-17,18
145,2020-08-18,22
146,2020-08-19,23
147,2020-08-20,25
148,2020-08-21,25
149,2020-08-22,22
150,2020-08-23,23
151,2020-08-24,21
152,2020-08-25,19
153,2020-08-26,19
154,2020-08-27,20
155,2020-08-28,18
156,2020-08-29,19
157,2020-08-30,20
158,2020-08-31,19
159,2020-09-01,18
160,2020-09-02,17
161,2020-09-03,17
162,2020-09-04,15
163,2020-09-05,13
164,2020-09-06,12
165,2020-09-07,13
166,2020-09-08,13
167,2020-09-09,14
168,2020-09-10,16
169,2020-09-11,16
