Area code,date,value
E07000044,2020-03-03,1
E07000044,2020-03-06,3
E07000044,2020-03-11,4
E07000044,2020-03-15,6
E07000044,2020-03-18,7
E07000044,2020-03-21,8
E07000044,2020-03-22,9
E07000044,2020-03-24,10
E07000044,2020-03-26,15
E07000044,2020-03-27,17
E07000044,2020-03-28,18
E07000044,2020-03-29,20
E07000044,2020-03-30,23
E07000044,2020-03-31,26
E07000044,2020-04-01,30
E07000044,2020-04-02,34
E07000044,2020-04-03,36
E07000044,2020-04-04,41
E07000044,2020-04-05,43
E07000044,2020-04-06,45
E07000044,2020-04-08,46
E07000044,2020-04-09,48
E07000044,2020-04-10,49
E07000044,2020-04-11,50
E07000044,2020-04-12,54
E07000044,2020-04-13,55
E07000044,2020-04-14,58
E07000044,2020-04-15,59
E07000044,2020-04-17,63
E07000044,2020-04-19,64
E07000044,2020-04-21,65
E07000044,2020-04-22,66
E07000044,2020-04-23,67
E07000044,2020-04-24,71
E07000044,2020-04-25,72
E07000044,2020-04-26,73
E07000044,2020-04-27,74
E07000044,2020-04-28,75
E07000044,2020-04-30,77
E07000044,2020-05-06,78
E07000044,2020-05-10,78
