Area code,date,value
E07000072,2020-02-28,1
E07000072,2020-03-12,2
E07000072,2020-03-13,4
E07000072,2020-03-15,7
E07000072,2020-03-16,8
E07000072,2020-03-17,11
E07000072,2020-03-18,14
E07000072,2020-03-19,16
E07000072,2020-03-20,20
E07000072,2020-03-21,23
E07000072,2020-03-22,29
E07000072,2020-03-23,32
E07000072,2020-03-24,38
E07000072,2020-03-25,52
E07000072,2020-03-26,61
E07000072,2020-03-27,72
E07000072,2020-03-28,84
E07000072,2020-03-29,94
E07000072,2020-03-30,102
E07000072,2020-03-31,117
E07000072,2020-04-01,134
E07000072,2020-04-02,150
E07000072,2020-04-03,162
E07000072,2020-04-04,172
E07000072,2020-04-05,179
E07000072,2020-04-06,196
E07000072,2020-04-07,212
E07000072,2020-04-08,219
E07000072,2020-04-09,226
E07000072,2020-04-10,235
E07000072,2020-04-11,240
E07000072,2020-04-12,250
E07000072,2020-04-13,263
E07000072,2020-04-14,269
E07000072,2020-04-15,279
E07000072,2020-04-16,287
E07000072,2020-04-17,292
E07000072,2020-04-18,295
E07000072,2020-04-19,297
E07000072,2020-04-20,304
E07000072,2020-04-21,307
E07000072,2020-04-22,308
E07000072,2020-04-23,310
E07000072,2020-04-24,315
E07000072,2020-04-25,318
E07000072,2020-04-26,323
E07000072,2020-04-27,326
E07000072,2020-04-28,327
E07000072,2020-04-29,331
E07000072,2020-04-30,332
E07000072,2020-05-01,335
E07000072,2020-05-02,338
E07000072,2020-05-04,341
E07000072,2020-05-06,342
E07000072,2020-05-07,345
E07000072,2020-05-08,347
E07000072,2020-05-09,348
E07000072,2020-05-10,348
