Area code,date,value
E09000015,2020-03-03,1
E09000015,2020-03-09,6
E09000015,2020-03-10,7
E09000015,2020-03-11,12
E09000015,2020-03-12,20
E09000015,2020-03-13,24
E09000015,2020-03-14,33
E09000015,2020-03-15,39
E09000015,2020-03-16,51
E09000015,2020-03-17,65
E09000015,2020-03-18,88
E09000015,2020-03-19,99
E09000015,2020-03-20,113
E09000015,2020-03-21,131
E09000015,2020-03-22,146
E09000015,2020-03-23,165
E09000015,2020-03-24,191
E09000015,2020-03-25,220
E09000015,2020-03-26,249
E09000015,2020-03-27,288
E09000015,2020-03-28,315
E09000015,2020-03-29,337
E09000015,2020-03-30,365
E09000015,2020-03-31,392
E09000015,2020-04-01,415
E09000015,2020-04-02,446
E09000015,2020-04-03,469
E09000015,2020-04-04,493
E09000015,2020-04-05,519
E09000015,2020-04-06,544
E09000015,2020-04-07,573
E09000015,2020-04-08,598
E09000015,2020-04-09,629
E09000015,2020-04-10,656
E09000015,2020-04-11,672
E09000015,2020-04-12,685
E09000015,2020-04-13,708
E09000015,2020-04-14,723
E09000015,2020-04-15,737
E09000015,2020-04-16,753
E09000015,2020-04-17,771
E09000015,2020-04-18,783
E09000015,2020-04-19,796
E09000015,2020-04-20,809
E09000015,2020-04-21,832
E09000015,2020-04-22,845
E09000015,2020-04-23,856
E09000015,2020-04-24,868
E09000015,2020-04-25,878
E09000015,2020-04-26,883
E09000015,2020-04-27,897
E09000015,2020-04-28,905
E09000015,2020-04-29,933
E09000015,2020-04-30,939
E09000015,2020-05-01,944
E09000015,2020-05-02,949
E09000015,2020-05-03,951
E09000015,2020-05-04,966
E09000015,2020-05-05,976
E09000015,2020-05-06,982
E09000015,2020-05-07,994
E09000015,2020-05-08,995
E09000015,2020-05-10,995
