Area code,date,value
E06000012,2020-03-18,1
E06000012,2020-03-20,2
E06000012,2020-03-21,3
E06000012,2020-03-22,4
E06000012,2020-03-23,6
E06000012,2020-03-24,10
E06000012,2020-03-25,15
E06000012,2020-03-26,18
E06000012,2020-03-27,21
E06000012,2020-03-28,22
E06000012,2020-03-29,25
E06000012,2020-03-30,29
E06000012,2020-03-31,31
E06000012,2020-04-01,36
E06000012,2020-04-02,37
E06000012,2020-04-03,47
E06000012,2020-04-04,50
E06000012,2020-04-05,52
E06000012,2020-04-06,58
E06000012,2020-04-07,61
E06000012,2020-04-08,65
E06000012,2020-04-09,69
E06000012,2020-04-10,73
E06000012,2020-04-11,78
E06000012,2020-04-12,80
E06000012,2020-04-13,84
E06000012,2020-04-14,90
E06000012,2020-04-16,91
E06000012,2020-04-17,100
E06000012,2020-04-18,102
E06000012,2020-04-19,103
E06000012,2020-04-20,107
E06000012,2020-04-21,109
E06000012,2020-04-22,116
E06000012,2020-04-23,125
E06000012,2020-04-24,128
E06000012,2020-04-25,130
E06000012,2020-04-27,133
E06000012,2020-04-28,135
E06000012,2020-05-01,136
E06000012,2020-05-02,137
E06000012,2020-05-05,138
E06000012,2020-05-07,139
E06000012,2020-05-08,140
E06000012,2020-05-10,140
