Area code,date,value
E07000212,2020-03-09,1
E07000212,2020-03-12,2
E07000212,2020-03-14,3
E07000212,2020-03-15,4
E07000212,2020-03-16,5
E07000212,2020-03-17,9
E07000212,2020-03-18,12
E07000212,2020-03-19,13
E07000212,2020-03-20,14
E07000212,2020-03-21,15
E07000212,2020-03-22,17
E07000212,2020-03-23,18
E07000212,2020-03-25,19
E07000212,2020-03-26,25
E07000212,2020-03-27,31
E07000212,2020-03-28,35
E07000212,2020-03-29,38
E07000212,2020-03-30,46
E07000212,2020-03-31,47
E07000212,2020-04-01,56
E07000212,2020-04-02,59
E07000212,2020-04-03,62
E07000212,2020-04-04,63
E07000212,2020-04-05,64
E07000212,2020-04-06,69
E07000212,2020-04-07,75
E07000212,2020-04-08,82
E07000212,2020-04-09,85
E07000212,2020-04-10,93
E07000212,2020-04-11,99
E07000212,2020-04-12,103
E07000212,2020-04-13,106
E07000212,2020-04-14,112
E07000212,2020-04-15,117
E07000212,2020-04-16,123
E07000212,2020-04-17,128
E07000212,2020-04-18,129
E07000212,2020-04-20,133
E07000212,2020-04-21,140
E07000212,2020-04-22,142
E07000212,2020-04-23,149
E07000212,2020-04-24,157
E07000212,2020-04-25,158
E07000212,2020-04-27,161
E07000212,2020-04-28,162
E07000212,2020-04-29,163
E07000212,2020-04-30,165
E07000212,2020-05-01,167
E07000212,2020-05-02,168
E07000212,2020-05-03,169
E07000212,2020-05-04,174
E07000212,2020-05-06,176
E07000212,2020-05-07,177
E07000212,2020-05-10,177
