Area code,date,value
E08000010,2020-02-28,1
E08000010,2020-03-03,3
E08000010,2020-03-05,4
E08000010,2020-03-12,5
E08000010,2020-03-14,6
E08000010,2020-03-15,7
E08000010,2020-03-17,8
E08000010,2020-03-18,10
E08000010,2020-03-20,11
E08000010,2020-03-21,15
E08000010,2020-03-22,17
E08000010,2020-03-23,20
E08000010,2020-03-24,26
E08000010,2020-03-25,32
E08000010,2020-03-26,47
E08000010,2020-03-27,60
E08000010,2020-03-28,67
E08000010,2020-03-29,81
E08000010,2020-03-30,100
E08000010,2020-03-31,124
E08000010,2020-04-01,137
E08000010,2020-04-02,161
E08000010,2020-04-03,185
E08000010,2020-04-04,199
E08000010,2020-04-05,221
E08000010,2020-04-06,244
E08000010,2020-04-07,277
E08000010,2020-04-08,304
E08000010,2020-04-09,335
E08000010,2020-04-10,359
E08000010,2020-04-11,401
E08000010,2020-04-12,424
E08000010,2020-04-13,449
E08000010,2020-04-14,479
E08000010,2020-04-15,500
E08000010,2020-04-16,533
E08000010,2020-04-17,572
E08000010,2020-04-18,598
E08000010,2020-04-19,617
E08000010,2020-04-20,648
E08000010,2020-04-21,674
E08000010,2020-04-22,696
E08000010,2020-04-23,727
E08000010,2020-04-24,750
E08000010,2020-04-25,762
E08000010,2020-04-26,782
E08000010,2020-04-27,806
E08000010,2020-04-28,833
E08000010,2020-04-29,846
E08000010,2020-04-30,855
E08000010,2020-05-01,876
E08000010,2020-05-02,890
E08000010,2020-05-03,899
E08000010,2020-05-04,909
E08000010,2020-05-05,948
E08000010,2020-05-06,963
E08000010,2020-05-07,975
E08000010,2020-05-08,986
E08000010,2020-05-09,998
E08000010,2020-05-10,998
