Area code,date,value
E07000240,2020-03-01,2
E07000240,2020-03-03,3
E07000240,2020-03-04,4
E07000240,2020-03-09,6
E07000240,2020-03-10,7
E07000240,2020-03-11,8
E07000240,2020-03-14,9
E07000240,2020-03-15,11
E07000240,2020-03-17,12
E07000240,2020-03-19,14
E07000240,2020-03-20,18
E07000240,2020-03-21,21
E07000240,2020-03-23,28
E07000240,2020-03-24,33
E07000240,2020-03-25,36
E07000240,2020-03-26,44
E07000240,2020-03-27,50
E07000240,2020-03-28,61
E07000240,2020-03-29,72
E07000240,2020-03-30,85
E07000240,2020-03-31,92
E07000240,2020-04-01,103
E07000240,2020-04-02,122
E07000240,2020-04-03,134
E07000240,2020-04-04,146
E07000240,2020-04-05,157
E07000240,2020-04-06,168
E07000240,2020-04-07,182
E07000240,2020-04-08,192
E07000240,2020-04-09,207
E07000240,2020-04-10,213
E07000240,2020-04-11,224
E07000240,2020-04-12,227
E07000240,2020-04-13,236
E07000240,2020-04-14,245
E07000240,2020-04-15,247
E07000240,2020-04-16,254
E07000240,2020-04-17,256
E07000240,2020-04-18,262
E07000240,2020-04-19,264
E07000240,2020-04-20,270
E07000240,2020-04-21,278
E07000240,2020-04-22,286
E07000240,2020-04-23,290
E07000240,2020-04-24,297
E07000240,2020-04-25,298
E07000240,2020-04-26,299
E07000240,2020-04-27,301
E07000240,2020-04-28,305
E07000240,2020-04-29,309
E07000240,2020-05-01,310
E07000240,2020-05-02,311
E07000240,2020-05-03,312
E07000240,2020-05-04,316
E07000240,2020-05-05,319
E07000240,2020-05-06,327
E07000240,2020-05-08,328
E07000240,2020-05-10,328
