Area code,date,value
E09000032,2020-03-01,1
E09000032,2020-03-02,2
E09000032,2020-03-03,3
E09000032,2020-03-08,5
E09000032,2020-03-09,7
E09000032,2020-03-10,16
E09000032,2020-03-11,26
E09000032,2020-03-12,38
E09000032,2020-03-13,42
E09000032,2020-03-14,53
E09000032,2020-03-15,65
E09000032,2020-03-16,78
E09000032,2020-03-17,98
E09000032,2020-03-18,113
E09000032,2020-03-19,130
E09000032,2020-03-20,153
E09000032,2020-03-21,169
E09000032,2020-03-22,185
E09000032,2020-03-23,212
E09000032,2020-03-24,240
E09000032,2020-03-25,284
E09000032,2020-03-26,317
E09000032,2020-03-27,347
E09000032,2020-03-28,367
E09000032,2020-03-29,390
E09000032,2020-03-30,416
E09000032,2020-03-31,457
E09000032,2020-04-01,494
E09000032,2020-04-02,532
E09000032,2020-04-03,559
E09000032,2020-04-04,585
E09000032,2020-04-05,602
E09000032,2020-04-06,636
E09000032,2020-04-07,662
E09000032,2020-04-08,688
E09000032,2020-04-09,712
E09000032,2020-04-10,742
E09000032,2020-04-11,756
E09000032,2020-04-12,761
E09000032,2020-04-13,775
E09000032,2020-04-14,794
E09000032,2020-04-15,813
E09000032,2020-04-16,832
E09000032,2020-04-17,850
E09000032,2020-04-18,861
E09000032,2020-04-19,865
E09000032,2020-04-20,874
E09000032,2020-04-21,880
E09000032,2020-04-22,884
E09000032,2020-04-23,890
E09000032,2020-04-24,895
E09000032,2020-04-25,901
E09000032,2020-04-26,905
E09000032,2020-04-27,911
E09000032,2020-04-28,919
E09000032,2020-04-29,926
E09000032,2020-04-30,936
E09000032,2020-05-01,943
E09000032,2020-05-02,946
E09000032,2020-05-03,948
E09000032,2020-05-04,950
E09000032,2020-05-05,953
E09000032,2020-05-07,956
E09000032,2020-05-10,956
