Area code,date,value
E07000075,2020-03-21,1
E07000075,2020-03-22,2
E07000075,2020-03-23,3
E07000075,2020-03-24,4
E07000075,2020-03-25,11
E07000075,2020-03-26,14
E07000075,2020-03-27,17
E07000075,2020-03-28,20
E07000075,2020-03-29,25
E07000075,2020-03-30,26
E07000075,2020-03-31,31
E07000075,2020-04-01,38
E07000075,2020-04-02,48
E07000075,2020-04-03,55
E07000075,2020-04-04,61
E07000075,2020-04-05,65
E07000075,2020-04-06,72
E07000075,2020-04-07,76
E07000075,2020-04-08,78
E07000075,2020-04-09,80
E07000075,2020-04-10,83
E07000075,2020-04-11,86
E07000075,2020-04-12,88
E07000075,2020-04-13,91
E07000075,2020-04-14,93
E07000075,2020-04-16,95
E07000075,2020-04-17,98
E07000075,2020-04-18,99
E07000075,2020-04-19,101
E07000075,2020-04-20,102
E07000075,2020-04-21,103
E07000075,2020-04-22,107
E07000075,2020-04-23,110
E07000075,2020-04-24,113
E07000075,2020-04-25,117
E07000075,2020-04-26,119
E07000075,2020-04-27,120
E07000075,2020-04-28,122
E07000075,2020-04-29,125
E07000075,2020-04-30,127
E07000075,2020-05-01,130
E07000075,2020-05-02,131
E07000075,2020-05-04,133
E07000075,2020-05-05,134
E07000075,2020-05-06,137
E07000075,2020-05-10,137
