Area code,date,value
E09000007,2020-03-02,2
E09000007,2020-03-06,3
E09000007,2020-03-07,4
E09000007,2020-03-08,6
E09000007,2020-03-09,7
E09000007,2020-03-10,9
E09000007,2020-03-11,19
E09000007,2020-03-12,24
E09000007,2020-03-13,29
E09000007,2020-03-14,30
E09000007,2020-03-15,33
E09000007,2020-03-16,36
E09000007,2020-03-17,40
E09000007,2020-03-18,50
E09000007,2020-03-19,55
E09000007,2020-03-20,61
E09000007,2020-03-21,76
E09000007,2020-03-22,87
E09000007,2020-03-23,102
E09000007,2020-03-24,122
E09000007,2020-03-25,144
E09000007,2020-03-26,173
E09000007,2020-03-27,192
E09000007,2020-03-28,203
E09000007,2020-03-29,209
E09000007,2020-03-30,226
E09000007,2020-03-31,244
E09000007,2020-04-01,263
E09000007,2020-04-02,288
E09000007,2020-04-03,307
E09000007,2020-04-04,329
E09000007,2020-04-05,345
E09000007,2020-04-06,362
E09000007,2020-04-07,381
E09000007,2020-04-08,403
E09000007,2020-04-09,420
E09000007,2020-04-10,430
E09000007,2020-04-11,439
E09000007,2020-04-12,447
E09000007,2020-04-13,460
E09000007,2020-04-14,469
E09000007,2020-04-15,489
E09000007,2020-04-16,499
E09000007,2020-04-17,509
E09000007,2020-04-18,523
E09000007,2020-04-19,528
E09000007,2020-04-20,535
E09000007,2020-04-21,541
E09000007,2020-04-22,549
E09000007,2020-04-23,558
E09000007,2020-04-24,562
E09000007,2020-04-25,565
E09000007,2020-04-26,566
E09000007,2020-04-27,567
E09000007,2020-04-28,571
E09000007,2020-04-29,574
E09000007,2020-04-30,582
E09000007,2020-05-01,587
E09000007,2020-05-02,588
E09000007,2020-05-05,591
E09000007,2020-05-06,595
E09000007,2020-05-07,597
E09000007,2020-05-09,598
E09000007,2020-05-10,598
