Area code,date,value
E06000056,2020-03-10,2
E06000056,2020-03-11,3
E06000056,2020-03-13,6
E06000056,2020-03-15,11
E06000056,2020-03-18,17
E06000056,2020-03-19,21
E06000056,2020-03-20,23
E06000056,2020-03-21,26
E06000056,2020-03-22,32
E06000056,2020-03-23,42
E06000056,2020-03-24,50
E06000056,2020-03-25,56
E06000056,2020-03-26,64
E06000056,2020-03-27,76
E06000056,2020-03-28,86
E06000056,2020-03-29,91
E06000056,2020-03-30,102
E06000056,2020-03-31,118
E06000056,2020-04-01,137
E06000056,2020-04-02,159
E06000056,2020-04-03,173
E06000056,2020-04-04,184
E06000056,2020-04-05,201
E06000056,2020-04-06,220
E06000056,2020-04-07,239
E06000056,2020-04-08,255
E06000056,2020-04-09,271
E06000056,2020-04-10,289
E06000056,2020-04-11,302
E06000056,2020-04-12,322
E06000056,2020-04-13,331
E06000056,2020-04-14,347
E06000056,2020-04-15,359
E06000056,2020-04-16,366
E06000056,2020-04-17,388
E06000056,2020-04-18,399
E06000056,2020-04-19,401
E06000056,2020-04-20,412
E06000056,2020-04-21,432
E06000056,2020-04-22,445
E06000056,2020-04-23,458
E06000056,2020-04-24,469
E06000056,2020-04-25,484
E06000056,2020-04-26,487
E06000056,2020-04-27,503
E06000056,2020-04-28,507
E06000056,2020-04-29,514
E06000056,2020-04-30,518
E06000056,2020-05-01,525
E06000056,2020-05-02,533
E06000056,2020-05-03,534
E06000056,2020-05-04,546
E06000056,2020-05-05,547
E06000056,2020-05-06,550
E06000056,2020-05-07,552
E06000056,2020-05-08,553
E06000056,2020-05-10,553
