Area code,date,value
E07000219,2020-02-23,1
E07000219,2020-03-02,2
E07000219,2020-03-05,4
E07000219,2020-03-09,5
E07000219,2020-03-10,6
E07000219,2020-03-11,8
E07000219,2020-03-12,9
E07000219,2020-03-13,10
E07000219,2020-03-14,11
E07000219,2020-03-16,14
E07000219,2020-03-17,16
E07000219,2020-03-18,20
E07000219,2020-03-19,21
E07000219,2020-03-20,22
E07000219,2020-03-21,27
E07000219,2020-03-22,28
E07000219,2020-03-23,38
E07000219,2020-03-24,48
E07000219,2020-03-25,54
E07000219,2020-03-26,63
E07000219,2020-03-27,70
E07000219,2020-03-28,77
E07000219,2020-03-29,80
E07000219,2020-03-30,90
E07000219,2020-03-31,94
E07000219,2020-04-01,100
E07000219,2020-04-02,115
E07000219,2020-04-03,124
E07000219,2020-04-04,136
E07000219,2020-04-05,139
E07000219,2020-04-06,150
E07000219,2020-04-07,163
E07000219,2020-04-08,173
E07000219,2020-04-09,181
E07000219,2020-04-10,187
E07000219,2020-04-11,197
E07000219,2020-04-12,205
E07000219,2020-04-13,216
E07000219,2020-04-14,221
E07000219,2020-04-15,233
E07000219,2020-04-16,241
E07000219,2020-04-17,248
E07000219,2020-04-18,252
E07000219,2020-04-19,253
E07000219,2020-04-20,259
E07000219,2020-04-21,268
E07000219,2020-04-22,273
E07000219,2020-04-23,277
E07000219,2020-04-24,287
E07000219,2020-04-25,290
E07000219,2020-04-26,293
E07000219,2020-04-27,297
E07000219,2020-04-28,303
E07000219,2020-04-29,313
E07000219,2020-04-30,316
E07000219,2020-05-01,321
E07000219,2020-05-02,334
E07000219,2020-05-03,340
E07000219,2020-05-04,344
E07000219,2020-05-05,355
E07000219,2020-05-06,361
E07000219,2020-05-08,364
E07000219,2020-05-10,364
