Area code,date,value
E08000028,2020-03-11,2
E08000028,2020-03-12,6
E08000028,2020-03-13,8
E08000028,2020-03-14,11
E08000028,2020-03-15,15
E08000028,2020-03-16,20
E08000028,2020-03-17,22
E08000028,2020-03-18,29
E08000028,2020-03-19,47
E08000028,2020-03-20,53
E08000028,2020-03-21,60
E08000028,2020-03-22,73
E08000028,2020-03-23,95
E08000028,2020-03-24,112
E08000028,2020-03-25,129
E08000028,2020-03-26,143
E08000028,2020-03-27,162
E08000028,2020-03-28,180
E08000028,2020-03-29,209
E08000028,2020-03-30,244
E08000028,2020-03-31,279
E08000028,2020-04-01,309
E08000028,2020-04-02,346
E08000028,2020-04-03,377
E08000028,2020-04-04,396
E08000028,2020-04-05,420
E08000028,2020-04-06,443
E08000028,2020-04-07,471
E08000028,2020-04-08,505
E08000028,2020-04-09,530
E08000028,2020-04-10,566
E08000028,2020-04-11,578
E08000028,2020-04-12,596
E08000028,2020-04-13,629
E08000028,2020-04-14,659
E08000028,2020-04-15,697
E08000028,2020-04-16,730
E08000028,2020-04-17,755
E08000028,2020-04-18,776
E08000028,2020-04-19,797
E08000028,2020-04-20,827
E08000028,2020-04-21,851
E08000028,2020-04-22,864
E08000028,2020-04-23,882
E08000028,2020-04-24,913
E08000028,2020-04-25,925
E08000028,2020-04-26,937
E08000028,2020-04-27,959
E08000028,2020-04-28,994
E08000028,2020-04-29,1021
E08000028,2020-04-30,1033
E08000028,2020-05-01,1041
E08000028,2020-05-02,1049
E08000028,2020-05-03,1057
E08000028,2020-05-04,1068
E08000028,2020-05-05,1084
E08000028,2020-05-06,1096
E08000028,2020-05-07,1104
E08000028,2020-05-08,1108
E08000028,2020-05-09,1110
E08000028,2020-05-10,1110
