Area code,date,value
E07000085,2020-03-06,1
E07000085,2020-03-12,4
E07000085,2020-03-13,7
E07000085,2020-03-16,9
E07000085,2020-03-18,10
E07000085,2020-03-19,11
E07000085,2020-03-20,15
E07000085,2020-03-21,18
E07000085,2020-03-22,21
E07000085,2020-03-23,25
E07000085,2020-03-24,26
E07000085,2020-03-25,29
E07000085,2020-03-26,34
E07000085,2020-03-27,39
E07000085,2020-03-28,43
E07000085,2020-03-29,47
E07000085,2020-03-30,51
E07000085,2020-03-31,58
E07000085,2020-04-01,60
E07000085,2020-04-02,63
E07000085,2020-04-03,68
E07000085,2020-04-04,71
E07000085,2020-04-05,77
E07000085,2020-04-06,82
E07000085,2020-04-07,97
E07000085,2020-04-08,103
E07000085,2020-04-09,105
E07000085,2020-04-10,112
E07000085,2020-04-11,117
E07000085,2020-04-12,123
E07000085,2020-04-13,132
E07000085,2020-04-14,140
E07000085,2020-04-15,147
E07000085,2020-04-16,156
E07000085,2020-04-17,165
E07000085,2020-04-18,168
E07000085,2020-04-19,170
E07000085,2020-04-20,175
E07000085,2020-04-21,188
E07000085,2020-04-22,192
E07000085,2020-04-23,208
E07000085,2020-04-24,213
E07000085,2020-04-25,215
E07000085,2020-04-26,216
E07000085,2020-04-27,218
E07000085,2020-04-28,226
E07000085,2020-04-29,232
E07000085,2020-04-30,237
E07000085,2020-05-01,244
E07000085,2020-05-02,245
E07000085,2020-05-03,246
E07000085,2020-05-04,247
E07000085,2020-05-05,250
E07000085,2020-05-06,257
E07000085,2020-05-07,258
E07000085,2020-05-08,260
E07000085,2020-05-10,260
