Area code,date,value
E07000235,2020-03-12,2
E07000235,2020-03-20,4
E07000235,2020-03-24,6
E07000235,2020-03-25,9
E07000235,2020-03-26,11
E07000235,2020-03-27,15
E07000235,2020-03-28,18
E07000235,2020-03-29,20
E07000235,2020-03-30,28
E07000235,2020-03-31,30
E07000235,2020-04-01,34
E07000235,2020-04-02,40
E07000235,2020-04-03,47
E07000235,2020-04-04,49
E07000235,2020-04-05,52
E07000235,2020-04-06,58
E07000235,2020-04-07,63
E07000235,2020-04-08,67
E07000235,2020-04-09,72
E07000235,2020-04-10,76
E07000235,2020-04-11,78
E07000235,2020-04-12,80
E07000235,2020-04-13,83
E07000235,2020-04-14,92
E07000235,2020-04-15,96
E07000235,2020-04-16,100
E07000235,2020-04-17,104
E07000235,2020-04-18,108
E07000235,2020-04-19,109
E07000235,2020-04-20,112
E07000235,2020-04-21,118
E07000235,2020-04-23,121
E07000235,2020-04-24,122
E07000235,2020-04-25,123
E07000235,2020-04-26,124
E07000235,2020-04-27,125
E07000235,2020-04-28,128
E07000235,2020-05-01,129
E07000235,2020-05-03,131
E07000235,2020-05-06,132
E07000235,2020-05-07,133
E07000235,2020-05-08,134
E07000235,2020-05-10,134
