Area code,date,value
E07000200,2020-03-14,1
E07000200,2020-03-15,2
E07000200,2020-03-18,4
E07000200,2020-03-21,5
E07000200,2020-03-23,8
E07000200,2020-03-26,9
E07000200,2020-03-27,12
E07000200,2020-03-28,14
E07000200,2020-03-29,17
E07000200,2020-03-30,19
E07000200,2020-03-31,22
E07000200,2020-04-01,26
E07000200,2020-04-02,29
E07000200,2020-04-03,33
E07000200,2020-04-04,34
E07000200,2020-04-05,36
E07000200,2020-04-06,39
E07000200,2020-04-07,41
E07000200,2020-04-08,44
E07000200,2020-04-09,45
E07000200,2020-04-10,46
E07000200,2020-04-11,48
E07000200,2020-04-12,50
E07000200,2020-04-13,52
E07000200,2020-04-14,53
E07000200,2020-04-15,56
E07000200,2020-04-16,67
E07000200,2020-04-17,69
E07000200,2020-04-18,81
E07000200,2020-04-19,82
E07000200,2020-04-20,87
E07000200,2020-04-21,88
E07000200,2020-04-22,89
E07000200,2020-04-23,95
E07000200,2020-04-24,99
E07000200,2020-04-25,101
E07000200,2020-04-27,102
E07000200,2020-04-28,107
E07000200,2020-04-29,109
E07000200,2020-04-30,110
E07000200,2020-05-01,116
E07000200,2020-05-02,117
E07000200,2020-05-03,118
E07000200,2020-05-04,121
E07000200,2020-05-05,122
E07000200,2020-05-06,123
E07000200,2020-05-07,128
E07000200,2020-05-08,131
E07000200,2020-05-10,131
