Area code,date,value
E07000114,2020-03-05,2
E07000114,2020-03-08,3
E07000114,2020-03-13,6
E07000114,2020-03-19,7
E07000114,2020-03-20,9
E07000114,2020-03-21,10
E07000114,2020-03-23,15
E07000114,2020-03-24,18
E07000114,2020-03-25,21
E07000114,2020-03-26,24
E07000114,2020-03-27,31
E07000114,2020-03-28,36
E07000114,2020-03-29,44
E07000114,2020-03-30,48
E07000114,2020-03-31,52
E07000114,2020-04-01,63
E07000114,2020-04-02,70
E07000114,2020-04-03,81
E07000114,2020-04-04,86
E07000114,2020-04-05,89
E07000114,2020-04-06,103
E07000114,2020-04-07,120
E07000114,2020-04-08,129
E07000114,2020-04-09,149
E07000114,2020-04-10,170
E07000114,2020-04-11,181
E07000114,2020-04-12,206
E07000114,2020-04-13,222
E07000114,2020-04-15,262
E07000114,2020-04-16,286
E07000114,2020-04-17,320
E07000114,2020-04-18,337
E07000114,2020-04-19,348
E07000114,2020-04-20,368
E07000114,2020-04-21,403
E07000114,2020-04-22,416
E07000114,2020-04-23,428
E07000114,2020-04-24,443
E07000114,2020-04-25,456
E07000114,2020-04-26,466
E07000114,2020-04-27,477
E07000114,2020-04-28,492
E07000114,2020-04-29,500
E07000114,2020-04-30,507
E07000114,2020-05-01,513
E07000114,2020-05-02,519
E07000114,2020-05-04,530
E07000114,2020-05-05,537
E07000114,2020-05-06,546
E07000114,2020-05-07,552
E07000114,2020-05-08,556
E07000114,2020-05-09,557
E07000114,2020-05-10,557
