Area code,date,value
E07000153,2020-03-07,1
E07000153,2020-03-11,2
E07000153,2020-03-12,3
E07000153,2020-03-13,4
E07000153,2020-03-17,5
E07000153,2020-03-19,6
E07000153,2020-03-20,10
E07000153,2020-03-22,12
E07000153,2020-03-23,15
E07000153,2020-03-24,17
E07000153,2020-03-26,19
E07000153,2020-03-27,20
E07000153,2020-03-28,25
E07000153,2020-03-29,27
E07000153,2020-03-30,37
E07000153,2020-03-31,54
E07000153,2020-04-01,65
E07000153,2020-04-02,68
E07000153,2020-04-03,79
E07000153,2020-04-04,82
E07000153,2020-04-05,88
E07000153,2020-04-06,90
E07000153,2020-04-07,96
E07000153,2020-04-08,97
E07000153,2020-04-09,99
E07000153,2020-04-10,100
E07000153,2020-04-11,103
E07000153,2020-04-12,108
E07000153,2020-04-13,110
E07000153,2020-04-14,115
E07000153,2020-04-15,117
E07000153,2020-04-16,122
E07000153,2020-04-17,126
E07000153,2020-04-18,131
E07000153,2020-04-20,133
E07000153,2020-04-21,136
E07000153,2020-04-22,139
E07000153,2020-04-23,142
E07000153,2020-04-24,144
E07000153,2020-04-26,146
E07000153,2020-04-27,150
E07000153,2020-04-28,152
E07000153,2020-04-29,153
E07000153,2020-04-30,156
E07000153,2020-05-01,157
E07000153,2020-05-02,160
E07000153,2020-05-03,161
E07000153,2020-05-04,162
E07000153,2020-05-05,164
E07000153,2020-05-06,167
E07000153,2020-05-07,171
E07000153,2020-05-08,175
E07000153,2020-05-09,178
E07000153,2020-05-10,179
