Area code,date,value
E07000177,2020-03-09,1
E07000177,2020-03-11,2
E07000177,2020-03-13,3
E07000177,2020-03-15,5
E07000177,2020-03-17,6
E07000177,2020-03-19,8
E07000177,2020-03-20,10
E07000177,2020-03-22,13
E07000177,2020-03-23,21
E07000177,2020-03-24,26
E07000177,2020-03-25,29
E07000177,2020-03-26,32
E07000177,2020-03-28,37
E07000177,2020-03-29,42
E07000177,2020-03-30,49
E07000177,2020-03-31,54
E07000177,2020-04-01,64
E07000177,2020-04-02,74
E07000177,2020-04-03,92
E07000177,2020-04-04,104
E07000177,2020-04-05,118
E07000177,2020-04-06,126
E07000177,2020-04-07,147
E07000177,2020-04-08,163
E07000177,2020-04-09,178
E07000177,2020-04-10,183
E07000177,2020-04-11,189
E07000177,2020-04-12,194
E07000177,2020-04-13,204
E07000177,2020-04-14,213
E07000177,2020-04-15,221
E07000177,2020-04-16,227
E07000177,2020-04-17,236
E07000177,2020-04-18,240
E07000177,2020-04-19,250
E07000177,2020-04-20,255
E07000177,2020-04-21,258
E07000177,2020-04-22,269
E07000177,2020-04-23,273
E07000177,2020-04-24,284
E07000177,2020-04-25,289
E07000177,2020-04-26,297
E07000177,2020-04-27,303
E07000177,2020-04-28,305
E07000177,2020-04-29,306
E07000177,2020-04-30,311
E07000177,2020-05-01,320
E07000177,2020-05-02,324
E07000177,2020-05-04,329
E07000177,2020-05-05,339
E07000177,2020-05-06,346
E07000177,2020-05-07,348
E07000177,2020-05-08,349
E07000177,2020-05-10,349
