Area code,date,value
E06000030,2020-03-03,1
E06000030,2020-03-06,2
E06000030,2020-03-13,4
E06000030,2020-03-15,5
E06000030,2020-03-17,6
E06000030,2020-03-18,8
E06000030,2020-03-20,9
E06000030,2020-03-22,12
E06000030,2020-03-23,15
E06000030,2020-03-24,19
E06000030,2020-03-25,22
E06000030,2020-03-26,27
E06000030,2020-03-27,30
E06000030,2020-03-28,31
E06000030,2020-03-29,36
E06000030,2020-03-30,42
E06000030,2020-03-31,46
E06000030,2020-04-01,54
E06000030,2020-04-02,66
E06000030,2020-04-03,73
E06000030,2020-04-04,85
E06000030,2020-04-05,95
E06000030,2020-04-06,104
E06000030,2020-04-07,121
E06000030,2020-04-08,136
E06000030,2020-04-09,155
E06000030,2020-04-10,169
E06000030,2020-04-11,186
E06000030,2020-04-12,196
E06000030,2020-04-13,211
E06000030,2020-04-14,228
E06000030,2020-04-15,240
E06000030,2020-04-16,256
E06000030,2020-04-17,267
E06000030,2020-04-18,273
E06000030,2020-04-19,287
E06000030,2020-04-20,304
E06000030,2020-04-21,312
E06000030,2020-04-22,324
E06000030,2020-04-23,334
E06000030,2020-04-24,341
E06000030,2020-04-25,345
E06000030,2020-04-26,348
E06000030,2020-04-27,350
E06000030,2020-04-28,362
E06000030,2020-04-29,367
E06000030,2020-04-30,370
E06000030,2020-05-01,377
E06000030,2020-05-02,387
E06000030,2020-05-03,390
E06000030,2020-05-04,391
E06000030,2020-05-05,395
E06000030,2020-05-06,397
E06000030,2020-05-07,406
E06000030,2020-05-08,408
E06000030,2020-05-09,410
E06000030,2020-05-10,410
