Area code,date,value
E07000042,2020-03-04,1
E07000042,2020-03-12,2
E07000042,2020-03-20,3
E07000042,2020-03-23,4
E07000042,2020-03-24,5
E07000042,2020-03-25,7
E07000042,2020-03-27,8
E07000042,2020-03-31,10
E07000042,2020-04-01,14
E07000042,2020-04-02,16
E07000042,2020-04-03,18
E07000042,2020-04-04,35
E07000042,2020-04-05,39
E07000042,2020-04-06,40
E07000042,2020-04-07,44
E07000042,2020-04-08,48
E07000042,2020-04-10,53
E07000042,2020-04-11,54
E07000042,2020-04-12,58
E07000042,2020-04-13,61
E07000042,2020-04-14,63
E07000042,2020-04-15,67
E07000042,2020-04-16,70
E07000042,2020-04-17,71
E07000042,2020-04-18,72
E07000042,2020-04-19,73
E07000042,2020-04-20,74
E07000042,2020-04-22,76
E07000042,2020-04-24,77
E07000042,2020-04-25,78
E07000042,2020-04-27,80
E07000042,2020-04-30,81
E07000042,2020-05-01,83
E07000042,2020-05-03,84
E07000042,2020-05-05,85
E07000042,2020-05-09,86
E07000042,2020-05-10,86
