Area code,date,value
E07000122,2020-03-18,2
E07000122,2020-03-22,3
E07000122,2020-03-23,5
E07000122,2020-03-24,12
E07000122,2020-03-26,14
E07000122,2020-03-27,17
E07000122,2020-03-28,21
E07000122,2020-03-29,23
E07000122,2020-03-30,28
E07000122,2020-03-31,31
E07000122,2020-04-01,37
E07000122,2020-04-02,41
E07000122,2020-04-03,46
E07000122,2020-04-04,52
E07000122,2020-04-05,55
E07000122,2020-04-06,62
E07000122,2020-04-07,65
E07000122,2020-04-08,72
E07000122,2020-04-09,75
E07000122,2020-04-10,79
E07000122,2020-04-11,83
E07000122,2020-04-12,85
E07000122,2020-04-13,91
E07000122,2020-04-14,94
E07000122,2020-04-15,100
E07000122,2020-04-16,107
E07000122,2020-04-17,113
E07000122,2020-04-18,116
E07000122,2020-04-19,119
E07000122,2020-04-20,122
E07000122,2020-04-21,124
E07000122,2020-04-22,127
E07000122,2020-04-23,134
E07000122,2020-04-24,138
E07000122,2020-04-26,140
E07000122,2020-04-27,142
E07000122,2020-04-28,143
E07000122,2020-04-29,146
E07000122,2020-04-30,149
E07000122,2020-05-01,150
E07000122,2020-05-02,152
E07000122,2020-05-03,153
E07000122,2020-05-04,154
E07000122,2020-05-05,155
E07000122,2020-05-06,157
E07000122,2020-05-07,161
E07000122,2020-05-08,162
E07000122,2020-05-09,164
E07000122,2020-05-10,166
