Area code,date,value
E07000091,2020-03-13,1
E07000091,2020-03-19,2
E07000091,2020-03-20,5
E07000091,2020-03-21,9
E07000091,2020-03-22,11
E07000091,2020-03-23,13
E07000091,2020-03-24,16
E07000091,2020-03-25,18
E07000091,2020-03-26,19
E07000091,2020-03-27,29
E07000091,2020-03-28,32
E07000091,2020-03-29,33
E07000091,2020-03-30,39
E07000091,2020-03-31,48
E07000091,2020-04-01,57
E07000091,2020-04-02,64
E07000091,2020-04-03,72
E07000091,2020-04-04,80
E07000091,2020-04-05,84
E07000091,2020-04-06,98
E07000091,2020-04-07,107
E07000091,2020-04-08,116
E07000091,2020-04-09,126
E07000091,2020-04-10,135
E07000091,2020-04-11,138
E07000091,2020-04-12,143
E07000091,2020-04-13,149
E07000091,2020-04-14,152
E07000091,2020-04-15,160
E07000091,2020-04-16,167
E07000091,2020-04-17,181
E07000091,2020-04-18,184
E07000091,2020-04-19,185
E07000091,2020-04-20,186
E07000091,2020-04-21,190
E07000091,2020-04-22,201
E07000091,2020-04-23,202
E07000091,2020-04-24,205
E07000091,2020-04-25,207
E07000091,2020-04-26,211
E07000091,2020-04-27,215
E07000091,2020-04-28,219
E07000091,2020-04-29,221
E07000091,2020-04-30,227
E07000091,2020-05-01,231
E07000091,2020-05-02,233
E07000091,2020-05-03,236
E07000091,2020-05-04,237
E07000091,2020-05-05,238
E07000091,2020-05-06,241
E07000091,2020-05-07,243
E07000091,2020-05-08,245
E07000091,2020-05-10,246
