Area code,date,value
E07000237,2020-03-09,1
E07000237,2020-03-15,3
E07000237,2020-03-16,4
E07000237,2020-03-17,5
E07000237,2020-03-20,8
E07000237,2020-03-21,9
E07000237,2020-03-22,10
E07000237,2020-03-23,15
E07000237,2020-03-24,17
E07000237,2020-03-26,20
E07000237,2020-03-27,27
E07000237,2020-03-28,30
E07000237,2020-03-29,31
E07000237,2020-03-30,36
E07000237,2020-03-31,38
E07000237,2020-04-01,45
E07000237,2020-04-02,53
E07000237,2020-04-03,58
E07000237,2020-04-04,59
E07000237,2020-04-05,65
E07000237,2020-04-06,68
E07000237,2020-04-07,81
E07000237,2020-04-08,90
E07000237,2020-04-09,95
E07000237,2020-04-10,100
E07000237,2020-04-11,107
E07000237,2020-04-12,109
E07000237,2020-04-13,116
E07000237,2020-04-14,124
E07000237,2020-04-15,128
E07000237,2020-04-16,135
E07000237,2020-04-17,141
E07000237,2020-04-18,151
E07000237,2020-04-19,154
E07000237,2020-04-20,159
E07000237,2020-04-21,161
E07000237,2020-04-22,172
E07000237,2020-04-23,175
E07000237,2020-04-24,181
E07000237,2020-04-25,183
E07000237,2020-04-26,184
E07000237,2020-04-27,187
E07000237,2020-04-28,188
E07000237,2020-04-29,190
E07000237,2020-04-30,193
E07000237,2020-05-01,195
E07000237,2020-05-02,204
E07000237,2020-05-07,208
E07000237,2020-05-10,208
