Area code,date,value
E06000034,2020-03-10,1
E06000034,2020-03-11,2
E06000034,2020-03-14,3
E06000034,2020-03-16,5
E06000034,2020-03-17,8
E06000034,2020-03-18,13
E06000034,2020-03-19,14
E06000034,2020-03-21,17
E06000034,2020-03-22,22
E06000034,2020-03-23,31
E06000034,2020-03-24,33
E06000034,2020-03-25,37
E06000034,2020-03-26,47
E06000034,2020-03-27,59
E06000034,2020-03-28,66
E06000034,2020-03-29,73
E06000034,2020-03-30,83
E06000034,2020-03-31,93
E06000034,2020-04-01,103
E06000034,2020-04-02,120
E06000034,2020-04-03,125
E06000034,2020-04-04,133
E06000034,2020-04-05,142
E06000034,2020-04-06,150
E06000034,2020-04-07,164
E06000034,2020-04-08,182
E06000034,2020-04-09,187
E06000034,2020-04-10,191
E06000034,2020-04-11,199
E06000034,2020-04-12,204
E06000034,2020-04-13,212
E06000034,2020-04-14,216
E06000034,2020-04-15,218
E06000034,2020-04-16,227
E06000034,2020-04-17,231
E06000034,2020-04-18,235
E06000034,2020-04-19,236
E06000034,2020-04-20,242
E06000034,2020-04-21,251
E06000034,2020-04-22,260
E06000034,2020-04-23,264
E06000034,2020-04-24,266
E06000034,2020-04-25,268
E06000034,2020-04-26,271
E06000034,2020-04-27,276
E06000034,2020-04-28,278
E06000034,2020-04-29,283
E06000034,2020-04-30,290
E06000034,2020-05-01,294
E06000034,2020-05-02,295
E06000034,2020-05-04,296
E06000034,2020-05-06,298
E06000034,2020-05-07,299
E06000034,2020-05-08,300
E06000034,2020-05-10,300
