Area code,date,value
E08000032,2020-03-01,1
E08000032,2020-03-10,3
E08000032,2020-03-12,5
E08000032,2020-03-14,7
E08000032,2020-03-17,10
E08000032,2020-03-18,12
E08000032,2020-03-20,14
E08000032,2020-03-21,17
E08000032,2020-03-22,20
E08000032,2020-03-23,26
E08000032,2020-03-24,35
E08000032,2020-03-25,42
E08000032,2020-03-26,52
E08000032,2020-03-27,72
E08000032,2020-03-28,86
E08000032,2020-03-29,106
E08000032,2020-03-30,129
E08000032,2020-03-31,149
E08000032,2020-04-01,170
E08000032,2020-04-02,189
E08000032,2020-04-03,213
E08000032,2020-04-04,234
E08000032,2020-04-05,262
E08000032,2020-04-06,298
E08000032,2020-04-07,331
E08000032,2020-04-08,367
E08000032,2020-04-09,395
E08000032,2020-04-10,413
E08000032,2020-04-11,430
E08000032,2020-04-12,452
E08000032,2020-04-13,465
E08000032,2020-04-14,482
E08000032,2020-04-15,521
E08000032,2020-04-16,537
E08000032,2020-04-17,569
E08000032,2020-04-18,589
E08000032,2020-04-19,596
E08000032,2020-04-20,617
E08000032,2020-04-21,642
E08000032,2020-04-22,676
E08000032,2020-04-23,700
E08000032,2020-04-24,747
E08000032,2020-04-25,775
E08000032,2020-04-26,793
E08000032,2020-04-27,825
E08000032,2020-04-28,852
E08000032,2020-04-29,902
E08000032,2020-04-30,928
E08000032,2020-05-01,957
E08000032,2020-05-02,975
E08000032,2020-05-03,996
E08000032,2020-05-04,1023
E08000032,2020-05-05,1037
E08000032,2020-05-06,1064
E08000032,2020-05-07,1082
E08000032,2020-05-08,1095
E08000032,2020-05-09,1108
E08000032,2020-05-10,1112
