Area code,date,value
E07000087,2020-03-11,1
E07000087,2020-03-12,2
E07000087,2020-03-13,3
E07000087,2020-03-15,6
E07000087,2020-03-16,9
E07000087,2020-03-17,11
E07000087,2020-03-18,15
E07000087,2020-03-19,16
E07000087,2020-03-20,17
E07000087,2020-03-21,20
E07000087,2020-03-22,23
E07000087,2020-03-23,27
E07000087,2020-03-24,32
E07000087,2020-03-25,36
E07000087,2020-03-26,39
E07000087,2020-03-27,43
E07000087,2020-03-28,52
E07000087,2020-03-29,53
E07000087,2020-03-30,64
E07000087,2020-03-31,69
E07000087,2020-04-01,73
E07000087,2020-04-02,80
E07000087,2020-04-03,85
E07000087,2020-04-04,87
E07000087,2020-04-05,92
E07000087,2020-04-06,93
E07000087,2020-04-07,96
E07000087,2020-04-08,100
E07000087,2020-04-09,103
E07000087,2020-04-10,105
E07000087,2020-04-11,106
E07000087,2020-04-12,110
E07000087,2020-04-13,114
E07000087,2020-04-14,118
E07000087,2020-04-15,124
E07000087,2020-04-16,127
E07000087,2020-04-17,133
E07000087,2020-04-18,135
E07000087,2020-04-19,136
E07000087,2020-04-20,141
E07000087,2020-04-21,145
E07000087,2020-04-22,148
E07000087,2020-04-23,149
E07000087,2020-04-25,154
E07000087,2020-04-26,157
E07000087,2020-04-27,159
E07000087,2020-04-29,160
E07000087,2020-05-01,161
E07000087,2020-05-03,162
E07000087,2020-05-04,163
E07000087,2020-05-06,164
E07000087,2020-05-07,166
E07000087,2020-05-08,168
E07000087,2020-05-10,169
