Area code,date,value
E07000095,2020-03-10,1
E07000095,2020-03-12,2
E07000095,2020-03-13,3
E07000095,2020-03-14,4
E07000095,2020-03-15,6
E07000095,2020-03-17,7
E07000095,2020-03-18,11
E07000095,2020-03-19,12
E07000095,2020-03-20,13
E07000095,2020-03-21,19
E07000095,2020-03-22,25
E07000095,2020-03-23,29
E07000095,2020-03-24,31
E07000095,2020-03-25,35
E07000095,2020-03-26,43
E07000095,2020-03-27,45
E07000095,2020-03-28,51
E07000095,2020-03-29,55
E07000095,2020-03-30,61
E07000095,2020-03-31,68
E07000095,2020-04-01,75
E07000095,2020-04-02,80
E07000095,2020-04-03,85
E07000095,2020-04-04,89
E07000095,2020-04-05,93
E07000095,2020-04-06,97
E07000095,2020-04-07,101
E07000095,2020-04-08,110
E07000095,2020-04-09,116
E07000095,2020-04-10,120
E07000095,2020-04-11,122
E07000095,2020-04-12,125
E07000095,2020-04-13,131
E07000095,2020-04-14,133
E07000095,2020-04-15,140
E07000095,2020-04-16,141
E07000095,2020-04-17,144
E07000095,2020-04-19,147
E07000095,2020-04-20,149
E07000095,2020-04-21,152
E07000095,2020-04-22,155
E07000095,2020-04-23,156
E07000095,2020-04-24,158
E07000095,2020-04-25,159
E07000095,2020-04-26,161
E07000095,2020-04-27,162
E07000095,2020-04-28,167
E07000095,2020-04-29,170
E07000095,2020-04-30,172
E07000095,2020-05-01,173
E07000095,2020-05-05,182
E07000095,2020-05-06,183
E07000095,2020-05-10,183
