Area code,date,value
E07000172,2020-03-07,1
E07000172,2020-03-10,2
E07000172,2020-03-12,5
E07000172,2020-03-14,6
E07000172,2020-03-16,7
E07000172,2020-03-18,9
E07000172,2020-03-19,11
E07000172,2020-03-20,13
E07000172,2020-03-21,15
E07000172,2020-03-22,17
E07000172,2020-03-23,18
E07000172,2020-03-24,21
E07000172,2020-03-25,23
E07000172,2020-03-26,27
E07000172,2020-03-27,34
E07000172,2020-03-28,40
E07000172,2020-03-29,47
E07000172,2020-03-30,50
E07000172,2020-03-31,52
E07000172,2020-04-01,59
E07000172,2020-04-02,61
E07000172,2020-04-03,68
E07000172,2020-04-04,70
E07000172,2020-04-05,74
E07000172,2020-04-06,81
E07000172,2020-04-07,87
E07000172,2020-04-08,96
E07000172,2020-04-09,106
E07000172,2020-04-10,109
E07000172,2020-04-11,113
E07000172,2020-04-12,117
E07000172,2020-04-13,120
E07000172,2020-04-14,131
E07000172,2020-04-15,136
E07000172,2020-04-16,143
E07000172,2020-04-17,147
E07000172,2020-04-18,152
E07000172,2020-04-19,156
E07000172,2020-04-20,164
E07000172,2020-04-21,166
E07000172,2020-04-22,169
E07000172,2020-04-23,183
E07000172,2020-04-24,186
E07000172,2020-04-27,199
E07000172,2020-04-28,202
E07000172,2020-04-29,213
E07000172,2020-04-30,215
E07000172,2020-05-01,217
E07000172,2020-05-02,218
E07000172,2020-05-03,219
E07000172,2020-05-05,221
E07000172,2020-05-09,223
E07000172,2020-05-10,223
