Area code,date,value
E07000139,2020-03-09,1
E07000139,2020-03-10,2
E07000139,2020-03-11,3
E07000139,2020-03-17,4
E07000139,2020-03-20,5
E07000139,2020-03-21,6
E07000139,2020-03-22,7
E07000139,2020-03-23,11
E07000139,2020-03-24,15
E07000139,2020-03-25,16
E07000139,2020-03-26,21
E07000139,2020-03-27,29
E07000139,2020-03-28,35
E07000139,2020-03-29,41
E07000139,2020-03-30,48
E07000139,2020-03-31,52
E07000139,2020-04-01,58
E07000139,2020-04-02,60
E07000139,2020-04-03,68
E07000139,2020-04-04,73
E07000139,2020-04-05,79
E07000139,2020-04-06,87
E07000139,2020-04-07,89
E07000139,2020-04-08,90
E07000139,2020-04-09,92
E07000139,2020-04-10,94
E07000139,2020-04-11,95
E07000139,2020-04-12,96
E07000139,2020-04-13,97
E07000139,2020-04-14,101
E07000139,2020-04-15,102
E07000139,2020-04-16,104
E07000139,2020-04-17,107
E07000139,2020-04-19,109
E07000139,2020-04-20,112
E07000139,2020-04-23,113
E07000139,2020-04-24,115
E07000139,2020-04-25,116
E07000139,2020-04-26,117
E07000139,2020-04-29,119
E07000139,2020-04-30,120
E07000139,2020-05-04,121
E07000139,2020-05-10,121
