Area code,date,value
E07000117,2020-03-19,1
E07000117,2020-03-23,3
E07000117,2020-03-24,6
E07000117,2020-03-25,7
E07000117,2020-03-27,11
E07000117,2020-03-28,13
E07000117,2020-03-30,20
E07000117,2020-03-31,26
E07000117,2020-04-01,33
E07000117,2020-04-02,41
E07000117,2020-04-03,47
E07000117,2020-04-04,52
E07000117,2020-04-05,62
E07000117,2020-04-06,71
E07000117,2020-04-07,81
E07000117,2020-04-08,86
E07000117,2020-04-09,96
E07000117,2020-04-10,100
E07000117,2020-04-11,105
E07000117,2020-04-12,111
E07000117,2020-04-13,116
E07000117,2020-04-14,122
E07000117,2020-04-15,124
E07000117,2020-04-16,127
E07000117,2020-04-17,128
E07000117,2020-04-18,136
E07000117,2020-04-19,137
E07000117,2020-04-20,138
E07000117,2020-04-21,141
E07000117,2020-04-22,149
E07000117,2020-04-23,151
E07000117,2020-04-24,155
E07000117,2020-04-25,156
E07000117,2020-04-27,158
E07000117,2020-04-28,159
E07000117,2020-04-29,161
E07000117,2020-04-30,164
E07000117,2020-05-01,165
E07000117,2020-05-02,166
E07000117,2020-05-03,168
E07000117,2020-05-04,171
E07000117,2020-05-05,173
E07000117,2020-05-06,176
E07000117,2020-05-10,176
