Area code,date,value
E08000009,2020-03-02,3
E08000009,2020-03-04,4
E08000009,2020-03-10,7
E08000009,2020-03-12,10
E08000009,2020-03-13,12
E08000009,2020-03-14,13
E08000009,2020-03-15,15
E08000009,2020-03-16,16
E08000009,2020-03-18,21
E08000009,2020-03-19,25
E08000009,2020-03-20,32
E08000009,2020-03-21,36
E08000009,2020-03-22,45
E08000009,2020-03-23,50
E08000009,2020-03-24,60
E08000009,2020-03-25,70
E08000009,2020-03-26,85
E08000009,2020-03-27,93
E08000009,2020-03-28,106
E08000009,2020-03-29,114
E08000009,2020-03-30,133
E08000009,2020-03-31,146
E08000009,2020-04-01,174
E08000009,2020-04-02,201
E08000009,2020-04-03,227
E08000009,2020-04-04,243
E08000009,2020-04-05,262
E08000009,2020-04-06,284
E08000009,2020-04-07,303
E08000009,2020-04-08,334
E08000009,2020-04-09,353
E08000009,2020-04-10,376
E08000009,2020-04-11,392
E08000009,2020-04-12,404
E08000009,2020-04-13,415
E08000009,2020-04-14,439
E08000009,2020-04-15,447
E08000009,2020-04-16,465
E08000009,2020-04-17,476
E08000009,2020-04-18,490
E08000009,2020-04-19,498
E08000009,2020-04-20,514
E08000009,2020-04-21,537
E08000009,2020-04-22,550
E08000009,2020-04-23,559
E08000009,2020-04-24,571
E08000009,2020-04-25,579
E08000009,2020-04-26,587
E08000009,2020-04-27,597
E08000009,2020-04-28,605
E08000009,2020-04-29,616
E08000009,2020-04-30,628
E08000009,2020-05-01,637
E08000009,2020-05-02,644
E08000009,2020-05-03,648
E08000009,2020-05-04,657
E08000009,2020-05-05,666
E08000009,2020-05-06,672
E08000009,2020-05-07,678
E08000009,2020-05-08,683
E08000009,2020-05-09,687
E08000009,2020-05-10,687
