Area code,date,value
E07000152,2020-03-09,2
E07000152,2020-03-12,3
E07000152,2020-03-17,4
E07000152,2020-03-19,5
E07000152,2020-03-20,6
E07000152,2020-03-21,7
E07000152,2020-03-22,9
E07000152,2020-03-23,12
E07000152,2020-03-24,15
E07000152,2020-03-25,17
E07000152,2020-03-26,18
E07000152,2020-03-27,23
E07000152,2020-03-28,28
E07000152,2020-03-29,30
E07000152,2020-03-30,36
E07000152,2020-03-31,41
E07000152,2020-04-01,52
E07000152,2020-04-02,57
E07000152,2020-04-03,59
E07000152,2020-04-04,66
E07000152,2020-04-05,68
E07000152,2020-04-06,71
E07000152,2020-04-07,74
E07000152,2020-04-08,76
E07000152,2020-04-09,79
E07000152,2020-04-10,84
E07000152,2020-04-11,85
E07000152,2020-04-12,86
E07000152,2020-04-13,88
E07000152,2020-04-14,90
E07000152,2020-04-15,91
E07000152,2020-04-16,93
E07000152,2020-04-17,95
E07000152,2020-04-18,97
E07000152,2020-04-19,103
E07000152,2020-04-20,106
E07000152,2020-04-21,109
E07000152,2020-04-22,113
E07000152,2020-04-23,117
E07000152,2020-04-24,118
E07000152,2020-04-26,122
E07000152,2020-04-27,127
E07000152,2020-04-28,128
E07000152,2020-04-29,135
E07000152,2020-04-30,139
E07000152,2020-05-03,140
E07000152,2020-05-04,143
E07000152,2020-05-06,146
E07000152,2020-05-07,148
E07000152,2020-05-09,151
E07000152,2020-05-10,151
