Area code,date,value
E06000016,2020-03-11,1
E06000016,2020-03-12,2
E06000016,2020-03-13,3
E06000016,2020-03-16,5
E06000016,2020-03-17,8
E06000016,2020-03-18,13
E06000016,2020-03-19,19
E06000016,2020-03-20,21
E06000016,2020-03-21,26
E06000016,2020-03-22,33
E06000016,2020-03-23,44
E06000016,2020-03-24,64
E06000016,2020-03-25,69
E06000016,2020-03-26,82
E06000016,2020-03-27,90
E06000016,2020-03-28,101
E06000016,2020-03-29,102
E06000016,2020-03-30,107
E06000016,2020-03-31,134
E06000016,2020-04-01,167
E06000016,2020-04-02,191
E06000016,2020-04-03,217
E06000016,2020-04-04,232
E06000016,2020-04-05,252
E06000016,2020-04-06,278
E06000016,2020-04-07,300
E06000016,2020-04-08,320
E06000016,2020-04-09,351
E06000016,2020-04-10,371
E06000016,2020-04-11,388
E06000016,2020-04-12,410
E06000016,2020-04-13,419
E06000016,2020-04-14,432
E06000016,2020-04-15,447
E06000016,2020-04-16,457
E06000016,2020-04-17,468
E06000016,2020-04-18,483
E06000016,2020-04-19,506
E06000016,2020-04-20,534
E06000016,2020-04-21,550
E06000016,2020-04-22,571
E06000016,2020-04-23,587
E06000016,2020-04-24,603
E06000016,2020-04-25,616
E06000016,2020-04-26,617
E06000016,2020-04-27,638
E06000016,2020-04-28,660
E06000016,2020-04-29,673
E06000016,2020-04-30,685
E06000016,2020-05-01,691
E06000016,2020-05-02,694
E06000016,2020-05-03,700
E06000016,2020-05-04,721
E06000016,2020-05-05,726
E06000016,2020-05-06,743
E06000016,2020-05-07,751
E06000016,2020-05-08,757
E06000016,2020-05-09,762
E06000016,2020-05-10,762
