Area code,date,value
E07000165,2020-03-12,1
E07000165,2020-03-14,2
E07000165,2020-03-18,4
E07000165,2020-03-19,5
E07000165,2020-03-20,10
E07000165,2020-03-21,12
E07000165,2020-03-23,15
E07000165,2020-03-24,16
E07000165,2020-03-25,22
E07000165,2020-03-26,25
E07000165,2020-03-27,28
E07000165,2020-03-28,29
E07000165,2020-03-29,35
E07000165,2020-03-30,41
E07000165,2020-03-31,44
E07000165,2020-04-01,54
E07000165,2020-04-02,57
E07000165,2020-04-03,66
E07000165,2020-04-04,73
E07000165,2020-04-05,78
E07000165,2020-04-06,81
E07000165,2020-04-07,89
E07000165,2020-04-08,95
E07000165,2020-04-09,102
E07000165,2020-04-10,106
E07000165,2020-04-11,110
E07000165,2020-04-12,115
E07000165,2020-04-13,120
E07000165,2020-04-14,124
E07000165,2020-04-15,133
E07000165,2020-04-16,138
E07000165,2020-04-17,144
E07000165,2020-04-18,150
E07000165,2020-04-19,156
E07000165,2020-04-20,167
E07000165,2020-04-21,170
E07000165,2020-04-22,173
E07000165,2020-04-23,180
E07000165,2020-04-24,189
E07000165,2020-04-25,193
E07000165,2020-04-26,204
E07000165,2020-04-27,210
E07000165,2020-04-28,218
E07000165,2020-04-29,225
E07000165,2020-04-30,231
E07000165,2020-05-01,234
E07000165,2020-05-02,236
E07000165,2020-05-03,239
E07000165,2020-05-04,242
E07000165,2020-05-05,248
E07000165,2020-05-06,261
E07000165,2020-05-08,262
E07000165,2020-05-09,264
E07000165,2020-05-10,264
