Area code,date,value
E06000035,2020-02-27,1
E06000035,2020-03-04,3
E06000035,2020-03-11,7
E06000035,2020-03-12,8
E06000035,2020-03-13,11
E06000035,2020-03-15,13
E06000035,2020-03-16,14
E06000035,2020-03-17,16
E06000035,2020-03-18,17
E06000035,2020-03-19,20
E06000035,2020-03-20,22
E06000035,2020-03-21,32
E06000035,2020-03-22,35
E06000035,2020-03-23,46
E06000035,2020-03-24,62
E06000035,2020-03-25,72
E06000035,2020-03-26,83
E06000035,2020-03-27,91
E06000035,2020-03-28,100
E06000035,2020-03-29,109
E06000035,2020-03-30,119
E06000035,2020-03-31,136
E06000035,2020-04-01,169
E06000035,2020-04-02,193
E06000035,2020-04-03,208
E06000035,2020-04-04,232
E06000035,2020-04-05,251
E06000035,2020-04-06,281
E06000035,2020-04-07,318
E06000035,2020-04-08,340
E06000035,2020-04-09,360
E06000035,2020-04-10,383
E06000035,2020-04-11,401
E06000035,2020-04-12,414
E06000035,2020-04-13,425
E06000035,2020-04-14,438
E06000035,2020-04-15,455
E06000035,2020-04-16,471
E06000035,2020-04-17,496
E06000035,2020-04-18,512
E06000035,2020-04-19,524
E06000035,2020-04-20,543
E06000035,2020-04-21,559
E06000035,2020-04-22,568
E06000035,2020-04-23,582
E06000035,2020-04-24,597
E06000035,2020-04-25,602
E06000035,2020-04-26,608
E06000035,2020-04-27,613
E06000035,2020-04-28,624
E06000035,2020-04-29,632
E06000035,2020-04-30,639
E06000035,2020-05-01,647
E06000035,2020-05-02,655
E06000035,2020-05-04,668
E06000035,2020-05-05,673
E06000035,2020-05-06,689
E06000035,2020-05-07,694
E06000035,2020-05-08,695
E06000035,2020-05-09,701
E06000035,2020-05-10,701
