Area code,date,value
E07000242,2020-03-01,1
E07000242,2020-03-03,3
E07000242,2020-03-10,4
E07000242,2020-03-11,6
E07000242,2020-03-12,7
E07000242,2020-03-14,8
E07000242,2020-03-16,9
E07000242,2020-03-18,10
E07000242,2020-03-19,13
E07000242,2020-03-21,15
E07000242,2020-03-23,18
E07000242,2020-03-24,30
E07000242,2020-03-25,35
E07000242,2020-03-26,37
E07000242,2020-03-27,46
E07000242,2020-03-28,48
E07000242,2020-03-29,53
E07000242,2020-03-30,60
E07000242,2020-03-31,63
E07000242,2020-04-01,70
E07000242,2020-04-02,81
E07000242,2020-04-03,88
E07000242,2020-04-04,90
E07000242,2020-04-05,92
E07000242,2020-04-06,100
E07000242,2020-04-07,108
E07000242,2020-04-08,118
E07000242,2020-04-09,123
E07000242,2020-04-10,133
E07000242,2020-04-11,137
E07000242,2020-04-12,141
E07000242,2020-04-13,149
E07000242,2020-04-14,158
E07000242,2020-04-15,162
E07000242,2020-04-16,163
E07000242,2020-04-17,168
E07000242,2020-04-18,170
E07000242,2020-04-19,172
E07000242,2020-04-20,178
E07000242,2020-04-21,179
E07000242,2020-04-22,184
E07000242,2020-04-23,188
E07000242,2020-04-24,191
E07000242,2020-04-25,194
E07000242,2020-04-26,196
E07000242,2020-04-27,198
E07000242,2020-04-28,207
E07000242,2020-04-29,216
E07000242,2020-04-30,221
E07000242,2020-05-01,227
E07000242,2020-05-02,229
E07000242,2020-05-03,231
E07000242,2020-05-04,234
E07000242,2020-05-05,235
E07000242,2020-05-06,236
E07000242,2020-05-07,237
E07000242,2020-05-08,239
E07000242,2020-05-09,240
E07000242,2020-05-10,240
