Area code,date,value
E07000187,2020-03-06,1
E07000187,2020-03-12,2
E07000187,2020-03-14,3
E07000187,2020-03-24,4
E07000187,2020-03-25,5
E07000187,2020-03-27,8
E07000187,2020-03-28,9
E07000187,2020-03-29,10
E07000187,2020-04-01,12
E07000187,2020-04-02,13
E07000187,2020-04-05,15
E07000187,2020-04-06,17
E07000187,2020-04-08,18
E07000187,2020-04-09,19
E07000187,2020-04-10,20
E07000187,2020-04-11,24
E07000187,2020-04-12,26
E07000187,2020-04-13,27
E07000187,2020-04-16,31
E07000187,2020-04-17,35
E07000187,2020-04-18,37
E07000187,2020-04-22,41
E07000187,2020-04-27,42
E07000187,2020-04-28,44
E07000187,2020-04-29,45
E07000187,2020-05-01,46
E07000187,2020-05-02,47
E07000187,2020-05-04,48
E07000187,2020-05-05,49
E07000187,2020-05-07,51
E07000187,2020-05-09,52
E07000187,2020-05-10,52
