Area code,date,value
E07000084,2020-03-04,1
E07000084,2020-03-06,4
E07000084,2020-03-09,8
E07000084,2020-03-10,9
E07000084,2020-03-11,11
E07000084,2020-03-12,24
E07000084,2020-03-13,27
E07000084,2020-03-16,30
E07000084,2020-03-17,35
E07000084,2020-03-18,38
E07000084,2020-03-19,44
E07000084,2020-03-20,51
E07000084,2020-03-21,52
E07000084,2020-03-22,53
E07000084,2020-03-23,66
E07000084,2020-03-24,73
E07000084,2020-03-25,81
E07000084,2020-03-26,100
E07000084,2020-03-27,114
E07000084,2020-03-28,138
E07000084,2020-03-29,152
E07000084,2020-03-30,179
E07000084,2020-03-31,202
E07000084,2020-04-01,221
E07000084,2020-04-02,248
E07000084,2020-04-03,281
E07000084,2020-04-04,298
E07000084,2020-04-05,317
E07000084,2020-04-06,344
E07000084,2020-04-07,365
E07000084,2020-04-08,386
E07000084,2020-04-09,406
E07000084,2020-04-10,431
E07000084,2020-04-11,441
E07000084,2020-04-12,451
E07000084,2020-04-13,470
E07000084,2020-04-14,485
E07000084,2020-04-15,494
E07000084,2020-04-16,505
E07000084,2020-04-17,513
E07000084,2020-04-18,522
E07000084,2020-04-19,535
E07000084,2020-04-20,546
E07000084,2020-04-21,559
E07000084,2020-04-22,568
E07000084,2020-04-23,574
E07000084,2020-04-24,579
E07000084,2020-04-25,584
E07000084,2020-04-26,586
E07000084,2020-04-27,593
E07000084,2020-04-28,604
E07000084,2020-04-29,606
E07000084,2020-04-30,609
E07000084,2020-05-01,612
E07000084,2020-05-02,616
E07000084,2020-05-03,621
E07000084,2020-05-04,629
E07000084,2020-05-05,631
E07000084,2020-05-06,632
E07000084,2020-05-07,635
E07000084,2020-05-08,638
E07000084,2020-05-09,639
E07000084,2020-05-10,639
