Area code,date,value
E07000038,2020-03-08,1
E07000038,2020-03-09,2
E07000038,2020-03-10,3
E07000038,2020-03-11,4
E07000038,2020-03-13,6
E07000038,2020-03-14,8
E07000038,2020-03-15,9
E07000038,2020-03-16,12
E07000038,2020-03-17,14
E07000038,2020-03-18,15
E07000038,2020-03-19,16
E07000038,2020-03-20,18
E07000038,2020-03-21,20
E07000038,2020-03-22,22
E07000038,2020-03-23,29
E07000038,2020-03-24,34
E07000038,2020-03-25,38
E07000038,2020-03-26,42
E07000038,2020-03-27,46
E07000038,2020-03-28,53
E07000038,2020-03-29,58
E07000038,2020-03-30,62
E07000038,2020-03-31,69
E07000038,2020-04-01,81
E07000038,2020-04-02,85
E07000038,2020-04-03,91
E07000038,2020-04-04,95
E07000038,2020-04-06,98
E07000038,2020-04-07,104
E07000038,2020-04-08,109
E07000038,2020-04-09,110
E07000038,2020-04-10,115
E07000038,2020-04-11,121
E07000038,2020-04-12,125
E07000038,2020-04-13,133
E07000038,2020-04-14,142
E07000038,2020-04-15,150
E07000038,2020-04-16,157
E07000038,2020-04-17,165
E07000038,2020-04-18,166
E07000038,2020-04-19,170
E07000038,2020-04-20,178
E07000038,2020-04-21,183
E07000038,2020-04-22,184
E07000038,2020-04-23,189
E07000038,2020-04-24,205
E07000038,2020-04-25,212
E07000038,2020-04-26,225
E07000038,2020-04-27,239
E07000038,2020-04-28,242
E07000038,2020-04-29,246
E07000038,2020-04-30,248
E07000038,2020-05-01,251
E07000038,2020-05-02,253
E07000038,2020-05-03,255
E07000038,2020-05-04,260
E07000038,2020-05-05,266
E07000038,2020-05-06,269
E07000038,2020-05-07,272
E07000038,2020-05-08,284
E07000038,2020-05-09,285
E07000038,2020-05-10,285
