Area code,date,value
E07000026,2020-03-12,1
E07000026,2020-03-13,2
E07000026,2020-03-16,4
E07000026,2020-03-17,5
E07000026,2020-03-18,8
E07000026,2020-03-19,11
E07000026,2020-03-20,13
E07000026,2020-03-21,16
E07000026,2020-03-22,18
E07000026,2020-03-23,21
E07000026,2020-03-24,24
E07000026,2020-03-25,28
E07000026,2020-03-26,32
E07000026,2020-03-27,35
E07000026,2020-03-28,37
E07000026,2020-03-29,41
E07000026,2020-03-30,46
E07000026,2020-03-31,52
E07000026,2020-04-01,59
E07000026,2020-04-02,68
E07000026,2020-04-03,74
E07000026,2020-04-04,76
E07000026,2020-04-05,78
E07000026,2020-04-06,86
E07000026,2020-04-07,97
E07000026,2020-04-08,113
E07000026,2020-04-09,119
E07000026,2020-04-10,125
E07000026,2020-04-11,127
E07000026,2020-04-12,128
E07000026,2020-04-13,133
E07000026,2020-04-14,141
E07000026,2020-04-15,143
E07000026,2020-04-16,144
E07000026,2020-04-17,147
E07000026,2020-04-18,152
E07000026,2020-04-20,160
E07000026,2020-04-21,164
E07000026,2020-04-22,170
E07000026,2020-04-23,173
E07000026,2020-04-24,185
E07000026,2020-04-25,191
E07000026,2020-04-27,197
E07000026,2020-04-28,203
E07000026,2020-04-29,211
E07000026,2020-04-30,214
E07000026,2020-05-01,222
E07000026,2020-05-02,224
E07000026,2020-05-03,225
E07000026,2020-05-05,227
E07000026,2020-05-06,230
E07000026,2020-05-08,232
E07000026,2020-05-10,232
