Area code,date,value
E07000188,2020-03-10,1
E07000188,2020-03-12,3
E07000188,2020-03-13,5
E07000188,2020-03-14,6
E07000188,2020-03-15,7
E07000188,2020-03-18,8
E07000188,2020-03-19,9
E07000188,2020-03-21,10
E07000188,2020-03-22,11
E07000188,2020-03-23,12
E07000188,2020-03-24,13
E07000188,2020-03-25,14
E07000188,2020-03-26,16
E07000188,2020-03-27,18
E07000188,2020-03-29,20
E07000188,2020-03-30,24
E07000188,2020-03-31,28
E07000188,2020-04-01,31
E07000188,2020-04-02,34
E07000188,2020-04-03,41
E07000188,2020-04-04,44
E07000188,2020-04-05,46
E07000188,2020-04-06,53
E07000188,2020-04-07,56
E07000188,2020-04-08,64
E07000188,2020-04-09,68
E07000188,2020-04-10,77
E07000188,2020-04-11,80
E07000188,2020-04-12,82
E07000188,2020-04-13,83
E07000188,2020-04-14,85
E07000188,2020-04-15,88
E07000188,2020-04-16,101
E07000188,2020-04-17,104
E07000188,2020-04-18,107
E07000188,2020-04-19,114
E07000188,2020-04-20,116
E07000188,2020-04-21,121
E07000188,2020-04-22,123
E07000188,2020-04-23,127
E07000188,2020-04-24,130
E07000188,2020-04-25,131
E07000188,2020-04-27,136
E07000188,2020-04-28,138
E07000188,2020-04-29,140
E07000188,2020-04-30,141
E07000188,2020-05-01,143
E07000188,2020-05-02,144
E07000188,2020-05-03,145
E07000188,2020-05-04,151
E07000188,2020-05-05,152
E07000188,2020-05-06,153
E07000188,2020-05-08,154
E07000188,2020-05-10,154
